symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,244.0,,,146.11,41422247562.0,0.1386,14.0,0.205,43.0,0.2884,52.0,0.2845,50.0,0.2807,47.0,0.3131,67.0,0.2525,63.0,0.3153,65.0,0.3161,62.0,0.3169,57.0,20270115.0,35.0,609.0,1.111072056239016
AA,279.0,,,39.44,10211596320.0,1.0274,98.0,0.5927,93.0,0.6068,89.0,0.5959,88.0,0.585,86.0,0.4734,66.0,0.3741,63.0,0.4959,80.0,0.4907,76.0,0.4855,73.0,20270115.0,7.0,609.0,0.8234603121329083
AAAU,,,,38.78,,0.4877,,0.2173,,0.2432,,0.2322,,0.2212,,0.2104,,0.1046,,0.2044,,0.2012,,0.1979,,20251219.0,35.0,217.0,0.8664944013781223
AAL,278.0,,,13.06,8620729902.0,0.608,87.0,0.4023,74.0,0.418,61.0,0.4196,62.0,0.4212,62.0,0.4819,79.0,0.3634,63.0,0.4431,68.0,0.4526,68.0,0.4622,69.0,20271217.0,7.0,945.0,1.078646329837941
AAMI,264.0,,,49.4,1769108557.0,0.2077,,0.2728,,0.4546,,0.494,,0.5334,,0.4035,,0.3159,,0.3017,,0.3266,,0.3516,,20260116.0,35.0,245.0,0.6611336032388664
AAOI,244.0,,,36.4,2269680090.0,1.112,86.0,0.9325,87.0,1.6802,98.0,1.6092,97.0,1.5383,96.0,1.0575,85.0,0.9577,88.0,0.9881,87.0,1.0183,90.0,1.0484,90.0,20270115.0,7.0,609.0,0.6327989062888392
AAON,243.0,,,104.49,8622210662.0,0.5735,95.0,0.4626,94.0,0.6155,97.0,0.6525,99.0,0.6895,99.0,0.578,93.0,0.4647,94.0,0.5309,100.0,0.5485,100.0,0.5661,100.0,20260116.0,35.0,245.0,0.8406130268199234
AAP,244.0,,,56.01,3359756781.0,0.3879,83.0,0.4093,90.0,0.9544,99.0,0.9703,99.0,0.9862,100.0,0.8372,100.0,0.4933,95.0,0.5139,94.0,0.5549,97.0,0.5959,98.0,20270115.0,7.0,609.0,0.571884984025559
AAPB,,,,33.15,,0.5634,76.0,0.4011,78.0,0.4676,49.0,0.5421,60.0,0.6166,76.0,0.5054,73.0,0.3831,76.0,0.4219,46.0,0.4935,65.0,0.5651,70.0,20260116.0,35.0,245.0,0.9103486441615938
AAPD,,,,13.26,,0.2906,76.0,0.2139,69.0,0.214,22.0,0.294,33.0,0.3739,57.0,0.2571,72.0,0.1974,64.0,0.214,25.0,0.294,43.0,0.3739,68.0,20260116.0,35.0,245.0,1.0
AAPL,271.0,,,268.98,3991768265241.0,0.2789,57.0,0.2119,46.0,0.3213,60.0,0.3222,59.0,0.323,59.0,0.2533,34.0,0.2017,31.0,0.2679,30.0,0.2788,28.0,0.2896,32.0,20271217.0,7.0,945.0,0.8653010552451893
AAPU,,,,35.72,,0.561,81.0,0.4172,77.0,0.5509,72.0,0.5651,73.0,0.5793,74.0,0.5037,82.0,0.396,72.0,0.4771,79.0,0.5193,79.0,0.5615,76.0,20260116.0,35.0,245.0,0.918952397805698
AAPW,,,,42.47,,0.3374,,0.2699,,,,,,0.7796,,0.3135,,0.223,,,,,,0.7794,,20251219.0,35.0,217.0,
AAPX,,,,30.9,,0.5378,,0.3849,,0.5944,,0.5503,,0.5062,,0.504,,0.3815,,0.4657,,0.4977,,0.5297,,20251219.0,35.0,217.0,0.9044157732146102
AAPY,,,,24.57,,0.2339,,0.0942,,0.1889,,0.2984,,0.4079,,0.2071,,0.1209,,0.1889,,0.2362,,0.2834,,20260116.0,35.0,245.0,0.7915549597855228
AAT,266.0,,,19.84,1534308139.0,0.1381,22.0,0.1503,16.0,0.2007,27.0,,,,,0.2435,59.0,0.2133,53.0,0.2007,31.0,,,,,20260116.0,35.0,245.0,
AAXJ,,,,95.05,,0.1387,40.0,0.077,32.0,0.1616,41.0,0.1756,47.0,0.1897,56.0,0.1488,20.0,0.0784,11.0,0.1637,38.0,0.1811,34.0,0.1985,33.0,20251219.0,35.0,217.0,1.0313211845102506
AB,264.0,,,40.06,3645189760.0,0.1911,30.0,0.1677,11.0,0.226,28.0,0.333,68.0,0.4401,84.0,0.1915,6.0,0.1895,3.0,0.2358,47.0,0.2488,30.0,0.2619,20.0,20260116.0,35.0,245.0,0.7471471471471471
ABAT,348.0,,,5.22,683642657.0,2.5774,99.0,1.4752,95.0,1.5645,,1.5707,,1.5768,,1.4635,89.0,1.2237,93.0,1.385,,1.4318,,1.4787,,20251219.0,35.0,217.0,0.9115680906602152
ABBV,270.0,,,225.55,398456033817.0,0.1304,20.0,0.1216,6.0,0.3067,87.0,0.3105,87.0,0.3143,85.0,0.2366,46.0,0.2184,55.0,0.1974,28.0,0.2562,37.0,0.315,67.0,20270115.0,7.0,609.0,0.8251207729468598
ABCB,271.0,,,72.54,4975632763.0,0.2,32.0,0.195,18.0,0.3551,62.0,0.3404,53.0,0.3256,53.0,0.2554,36.0,0.214,3.0,0.2899,48.0,0.2908,42.0,0.2918,40.0,20260116.0,35.0,245.0,0.854289071680376
ABCL,243.0,,,5.61,1676811198.0,0.6217,60.0,0.5273,37.0,1.0815,92.0,1.1271,96.0,1.1727,97.0,0.7857,92.0,0.766,93.0,0.912,71.0,0.906,80.0,0.9001,91.0,20260116.0,35.0,245.0,0.8038328453553367
ABEO,222.0,,,5.44,278955255.0,0.2182,2.0,0.3685,2.0,1.0316,50.0,1.7687,86.0,2.5058,91.0,0.506,8.0,0.519,6.0,1.462,84.0,1.2786,76.0,1.0953,65.0,20251219.0,35.0,217.0,0.7229038276700401
ABEV,244.0,,,2.21,34981303077.0,0.2071,28.0,0.2176,40.0,0.2769,30.0,0.3186,36.0,0.3604,36.0,0.2248,7.0,0.2092,24.0,0.2409,22.0,0.3006,28.0,0.3604,28.0,20270115.0,35.0,609.0,0.943502824858757
ABFL,,,,72.99,,0.105,,0.0938,,0.1408,,0.1451,,0.1494,,0.1325,,0.1345,,0.1501,,0.1649,,0.1798,,20251219.0,35.0,217.0,1.1364576154376291
ABG,271.0,,,242.1,4759840580.0,0.2855,39.0,0.3178,51.0,0.3883,59.0,0.3931,60.0,0.3979,63.0,0.3322,39.0,0.2975,32.0,0.351,40.0,0.35,39.0,0.349,38.0,20260116.0,35.0,245.0,0.8903586873569066
ABL,355.0,,,5.57,534281535.0,0.7289,89.0,0.732,85.0,0.807,,0.712,,0.617,,0.6294,64.0,0.6349,56.0,0.7215,,0.6497,,0.5779,,20270115.0,35.0,609.0,0.9125
ABM,230.0,,,45.06,2759199393.0,0.0973,6.0,0.1223,3.0,0.3224,60.0,0.3435,62.0,0.3645,69.0,0.2555,43.0,0.2378,41.0,0.3318,72.0,0.3332,67.0,0.3347,65.0,20260116.0,35.0,245.0,0.9700145560407568
