symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days
ACHR,117.0,,,10.0,,1.0488,,0.5252,,0.6084,,0.6176,,0.6268,,1.0304,,0.903,,0.8405,,0.8474,,0.8542,,20270115.0,7.0,609.0
ACHV,105.0,,,3.839999914169311,,1.2006,,0.8996,,1.1032,,,,,,0.8329,,0.79,,1.5561,,,,,,20251219.0,35.0,217.0
ACI,167.0,,,22.1299991607666,,0.2582,26.0,0.2114,14.0,0.2217,6.0,0.2282,3.0,0.2347,4.0,0.2807,14.0,0.2421,13.0,0.1837,3.0,0.2265,1.0,0.2693,1.0,20270115.0,7.0,609.0
ACIC,117.0,,,10.520000457763672,,0.3279,,0.2722,,0.4658,,0.4342,,0.4026,,0.3587,,0.383,,0.4356,,0.4322,,0.4287,,20251121.0,35.0,189.0
ACIO,,,,40.68000030517578,,0.0808,,0.0833,,0.1199,,0.157,,0.194,,0.1482,,0.1201,,0.1199,,0.157,,0.194,,20251121.0,35.0,189.0
ACIU,103.0,,,1.830000042915344,,0.4823,41.0,0.7458,72.0,,,,,,,0.5522,5.0,0.6328,17.0,,,,,,,20251121.0,35.0,189.0
ACIW,117.0,,,45.369998931884766,,0.2891,56.0,0.2271,28.0,0.3124,37.0,0.3552,52.0,0.398,65.0,0.3967,73.0,0.334,66.0,0.345,63.0,0.347,63.0,0.3489,62.0,20251121.0,35.0,189.0
ACLS,134.0,,,66.52999877929688,,0.5662,66.0,0.3853,30.0,0.4948,43.0,0.5146,49.0,0.5344,56.0,0.5836,63.0,0.5027,57.0,0.5468,65.0,0.5579,69.0,0.5691,73.0,20251219.0,35.0,217.0
ACLX,117.0,,,63.619998931884766,,0.2571,,0.4331,,0.5066,,0.4986,,0.4906,,0.5897,,0.6403,,0.5381,,0.5453,,0.5525,,20251219.0,35.0,217.0
ACM,141.0,,,111.54000091552734,,0.1816,27.0,0.1674,14.0,0.18,2.0,0.2182,7.0,0.2563,23.0,0.2525,31.0,0.2551,48.0,0.2555,13.0,0.2584,12.0,0.2613,13.0,20260417.0,35.0,336.0
ACMR,118.0,,,24.68000030517578,,0.4839,46.0,0.3512,28.0,0.5571,47.0,0.5887,50.0,0.6203,54.0,0.7717,60.0,0.5974,69.0,0.6288,49.0,0.6404,48.0,0.6519,50.0,20270115.0,35.0,609.0
ACN,96.0,,,295.0,,0.508,94.0,0.2811,83.0,0.2106,41.0,0.2068,38.0,0.203,35.0,0.2991,75.0,0.2377,71.0,0.2845,76.0,0.2798,69.0,0.2751,47.0,20270115.0,7.0,609.0
ACNB,152.0,,,42.02000045776367,,0.2495,,0.2651,,,,,,0.3231,,0.2806,,0.3042,,,,,,0.3244,,20260116.0,35.0,245.0
ACNT,412.0,,,12.100000381469728,,0.1551,,0.3316,,,,,,,,0.2628,,0.2927,,,,,,,,20251219.0,35.0,217.0
ACR,111.0,,,17.25,,0.1969,23.0,0.2703,42.0,0.3794,,,,,,0.3892,62.0,0.4061,83.0,0.3736,,,,,,20251121.0,35.0,189.0
ACRE,132.0,,,4.929999828338623,,0.2434,66.0,0.2708,75.0,0.5479,90.0,,,,,0.4645,94.0,0.394,94.0,0.5479,93.0,,,,,20251121.0,35.0,189.0
ACRS,117.0,,,1.3899999856948853,,0.399,26.0,0.5576,38.0,,,,,,,0.6278,39.0,0.7202,62.0,,,,,,,20251219.0,35.0,217.0
ACT,140.0,,,37.33000183105469,,0.2775,77.0,0.2458,67.0,0.2677,38.0,0.2698,36.0,0.2719,38.0,0.2245,38.0,0.2281,41.0,0.2677,22.0,0.2756,21.0,0.2835,28.0,20260116.0,35.0,245.0
ACTG,103.0,,,3.609999895095825,,0.2574,22.0,0.3265,23.0,0.7253,71.0,,,,,0.4402,35.0,0.3965,25.0,0.7253,81.0,,,,,20251121.0,35.0,189.0
ACVA,125.0,,,15.859999656677246,,0.5077,57.0,0.3351,17.0,0.5825,39.0,0.5569,,0.5313,,0.504,48.0,0.4891,56.0,0.4272,1.0,0.477,,0.5267,,20251121.0,35.0,189.0
ACWI,,,,124.8499984741211,,0.1336,53.0,0.0862,44.0,0.1407,61.0,0.1407,54.0,0.1408,50.0,0.2195,80.0,0.1687,85.0,0.1274,49.0,0.1618,54.0,0.1963,57.0,20270115.0,35.0,609.0
ACWV,,,,116.91999816894533,,0.1069,69.0,0.0606,38.0,0.1065,64.0,0.1584,85.0,0.2102,93.0,0.136,78.0,0.1141,83.0,0.0918,56.0,0.1162,53.0,0.1405,44.0,20260116.0,35.0,245.0
ACWX,,,,59.27999877929688,,0.1472,53.0,0.0886,52.0,0.1518,63.0,0.1712,70.0,0.1906,70.0,0.1927,69.0,0.131,76.0,0.12,32.0,0.1482,35.0,0.1764,42.0,20251219.0,35.0,217.0
ACXP,99.0,,,0.6025000214576721,,6.5831,,2.1976,,,,,,,,1.8274,,0.9653,,,,,,,,20260116.0,35.0,245.0
ADAP,223.0,,,0.2424000054597854,,0.7378,62.0,0.7433,50.0,,,,,,,1.098,91.0,1.0686,89.0,,,,,,,20251219.0,35.0,217.0
ADBE,104.0,,,380.1199951171875,,0.4695,86.0,0.2872,71.0,0.2255,20.0,0.224,19.0,0.2224,19.0,0.3547,69.0,0.2581,53.0,0.339,62.0,0.3446,63.0,0.3501,64.0,20271217.0,7.0,945.0
ADC,133.0,,,75.80000305175781,,0.1674,49.0,0.1672,38.0,0.2061,37.0,0.1829,12.0,0.1597,4.0,0.1922,47.0,0.2023,57.0,0.1881,38.0,0.1904,21.0,0.1927,14.0,20260116.0,35.0,245.0
ADCT,229.0,,,2.680000066757202,,0.6607,66.0,1.1173,93.0,1.0614,88.0,1.0092,84.0,0.9569,82.0,1.0058,85.0,0.9154,92.0,1.0614,92.0,1.9397,100.0,2.818,100.0,20260116.0,35.0,245.0
ADEA,126.0,,,13.609999656677246,,0.5315,,0.3387,,0.5558,,0.5262,,0.4965,,0.4909,,0.3754,,0.494,,0.4952,,0.4965,,20251219.0,35.0,217.0
ADI,125.0,,,230.97999572753903,,0.3211,67.0,0.1917,28.0,0.2504,35.0,0.2493,33.0,0.2482,32.0,0.4823,91.0,0.3663,89.0,0.2914,63.0,0.3238,71.0,0.3562,78.0,20270617.0,7.0,762.0
ADM,140.0,,,52.81999969482422,,0.3835,88.0,0.3194,89.0,0.2452,50.0,0.2432,48.0,0.2413,45.0,0.313,75.0,0.2722,82.0,0.2111,26.0,0.2672,54.0,0.3233,76.0,20270115.0,7.0,609.0
ADMA,113.0,,,17.8700008392334,,0.4218,36.0,0.4624,34.0,0.4562,2.0,0.3949,1.0,0.3335,1.0,0.5847,37.0,0.5797,37.0,0.5919,14.0,0.6196,19.0,0.6474,25.0,20270115.0,35.0,609.0
ADNT,147.0,,,18.950000762939453,,0.3316,33.0,0.2829,23.0,0.4734,44.0,0.4873,47.0,0.5013,51.0,0.57,61.0,0.4939,70.0,0.5302,53.0,0.5391,57.0,0.548,60.0,20260116.0,35.0,245.0
ADP,146.0,,,310.239990234375,,0.1097,21.0,0.1529,48.0,0.1705,42.0,0.1866,52.0,0.2026,59.0,0.2105,64.0,0.2043,72.0,0.1826,33.0,0.216,50.0,0.2494,65.0,20270115.0,7.0,609.0
ADPT,133.0,,,10.5600004196167,,0.2988,6.0,0.447,15.0,0.8834,59.0,0.7868,43.0,0.6902,28.0,0.8081,67.0,0.789,85.0,0.7308,53.0,0.7021,45.0,0.6733,33.0,20260116.0,35.0,245.0
ADSE,,,,13.010000228881836,,0.5753,,0.7832,,,,,,1.4011,,0.5916,,0.7004,,,,,,1.247,,20251121.0,35.0,189.0
ADSK,117.0,,,300.95001220703125,,0.2394,35.0,0.173,8.0,0.2287,5.0,0.2436,10.0,0.2585,16.0,0.2856,23.0,0.2598,34.0,0.3084,5.0,0.314,5.0,0.3196,6.0,20270617.0,7.0,762.0
ADT,117.0,,,8.289999961853027,,0.218,26.0,0.1962,13.0,0.349,36.0,0.3165,27.0,0.284,20.0,0.3005,27.0,0.2788,35.0,0.3073,31.0,0.332,34.0,0.3567,36.0,20251121.0,35.0,189.0
ADTN,229.0,,,8.460000038146973,,0.5476,84.0,0.4214,76.0,0.7365,97.0,0.6246,92.0,0.5128,76.0,0.5585,87.0,0.5274,96.0,0.5322,92.0,0.5487,94.0,0.5651,93.0,20251121.0,35.0,189.0
ADUR,,,,10.43000030517578,,1.0174,,0.8868,,1.2673,,1.2297,,1.1921,,0.8497,,0.7968,,0.9718,,1.2096,,1.4475,,,,
ADUS,120.0,,,113.01000213623048,,0.1793,14.0,0.2447,25.0,0.2887,13.0,0.281,10.0,0.2734,9.0,0.3219,36.0,0.31,21.0,0.3058,14.0,0.3022,13.0,0.2985,12.0,20260116.0,35.0,245.0
ADV,109.0,,,1.5099999904632568,,0.9299,94.0,0.8674,92.0,,,,,,,0.9125,100.0,0.8477,100.0,,,,,,,20251121.0,35.0,189.0
ADVM,232.0,,,2.2300000190734863,,0.4075,17.0,0.7935,70.0,0.9308,45.0,,,,,0.9206,75.0,0.9696,90.0,0.9308,49.0,,,,,20251219.0,35.0,217.0
AEE,131.0,,,96.01000213623048,,0.1747,62.0,0.1547,51.0,0.154,28.0,0.1629,26.0,0.1718,28.0,0.2022,71.0,0.2004,79.0,0.1797,56.0,0.1952,56.0,0.2106,56.0,20260116.0,35.0,245.0
AEG,866.0,,,6.760000228881836,,0.3411,65.0,0.1249,23.0,0.2857,33.0,,,,,0.3411,61.0,0.2106,68.0,0.2857,37.0,,,,,20260116.0,35.0,245.0
AEHR,162.0,,,11.25,,0.5545,,0.5925,,1.0488,,1.058,,1.0671,,0.9394,,0.7328,,0.7808,,0.8227,,0.8646,,20270115.0,35.0,609.0
AEIS,132.0,,,130.02999877929688,,0.3405,40.0,0.2867,26.0,0.3934,32.0,0.4104,36.0,0.4274,42.0,0.5786,79.0,0.4426,66.0,0.4,35.0,0.4048,36.0,0.4095,38.0,20260116.0,35.0,245.0
AEM,131.0,,,122.36000061035156,,0.2397,17.0,0.1985,7.0,0.3709,43.0,0.3466,34.0,0.3224,23.0,0.3682,38.0,0.2928,35.0,0.3694,36.0,0.366,32.0,0.3625,27.0,20270617.0,7.0,762.0
AEO,104.0,,,9.699999809265137,,0.5999,85.0,0.3711,64.0,0.4893,70.0,0.5152,75.0,0.5411,78.0,0.6032,92.0,0.5,88.0,0.6091,96.0,0.5586,91.0,0.508,78.0,20270115.0,7.0,609.0
AEP,131.0,,,103.30999755859376,,0.1381,38.0,0.1317,28.0,0.2017,71.0,0.1934,63.0,0.185,51.0,0.211,75.0,0.1999,73.0,0.121,15.0,0.1877,40.0,0.2544,69.0,20270115.0,35.0,609.0
AER,118.0,,,115.0999984741211,,0.0644,2.0,0.1232,4.0,0.2265,17.0,0.2,7.0,0.1736,4.0,0.2897,42.0,0.2629,43.0,0.2397,12.0,0.2531,16.0,0.2665,21.0,20270115.0,35.0,609.0
AES,116.0,,,10.149999618530272,,0.4959,86.0,0.4608,88.0,0.4776,86.0,0.457,83.0,0.4363,81.0,0.5118,88.0,0.4192,88.0,0.3671,72.0,0.4682,85.0,0.5694,93.0,20270115.0,7.0,609.0
AESI,120.0,,,13.739999771118164,,0.3425,,0.3546,,0.4918,,0.4943,,0.4968,,0.5692,,0.4888,,0.4254,,0.4974,,0.5693,,20260116.0,35.0,245.0
AETH,,,,35.625,,0.6551,,0.1607,,0.7428,,0.7486,,0.7545,,0.4432,,0.1559,,0.6823,,0.6812,,0.6801,,20251219.0,35.0,217.0
AEVA,97.0,,,27.31999969482422,,1.1197,86.0,1.1213,93.0,1.2533,,1.2597,,1.266,,1.1198,100.0,0.9905,93.0,1.0459,,1.0756,,1.1053,,20270115.0,35.0,609.0
AEYE,104.0,,,11.619999885559082,,0.5851,,0.508,,0.9237,,0.9024,,0.881,,0.7497,,0.7513,,0.8427,,0.8561,,0.8695,,20251219.0,35.0,217.0
AFCG,103.0,,,4.690000057220459,,1.4595,,0.7866,,,,,,,,0.6423,,0.512,,,,,,,,20260116.0,35.0,245.0
AFG,140.0,,,126.08000183105467,,0.1944,59.0,0.182,62.0,0.2201,55.0,0.2362,60.0,0.2523,64.0,0.2691,75.0,0.2213,71.0,0.2281,62.0,0.2537,69.0,0.2793,79.0,20251219.0,35.0,217.0
AFK,,,,19.51000022888184,,0.135,,0.1944,,0.2452,,0.3132,,0.3812,,0.2434,,0.2338,,0.2452,,0.3132,,0.3812,,20251219.0,35.0,217.0
AFL,139.0,,,104.83999633789062,,0.1243,27.0,0.1833,57.0,0.1756,35.0,0.1725,28.0,0.1694,25.0,0.2475,69.0,0.2206,69.0,0.1808,33.0,0.2192,49.0,0.2576,56.0,20270115.0,7.0,609.0
AFMDQ,,,,0.0900000035762786,,2.1122,,2.8593,,,,,,,,0.0,,0.0,,,,,,,,,,
AFRM,138.0,,,62.18999862670898,,0.4356,10.0,0.3525,1.0,0.523,1.0,0.517,1.0,0.511,1.0,0.8591,41.0,0.6679,33.0,0.663,12.0,0.672,15.0,0.6811,18.0,20270115.0,7.0,609.0
AFYA,103.0,,,17.479999542236328,,0.4267,60.0,0.3835,39.0,,,,,,,0.3397,16.0,0.3109,13.0,,,,,,,20251219.0,35.0,217.0
AG,124.0,,,8.09000015258789,,0.3444,17.0,0.3983,35.0,0.5186,41.0,0.5056,36.0,0.4927,32.0,0.6689,70.0,0.5458,72.0,0.5858,46.0,0.5707,34.0,0.5556,22.0,20270115.0,7.0,609.0
AGCO,138.0,,,100.5500030517578,,0.2245,35.0,0.2412,47.0,0.3049,51.0,0.2618,28.0,0.2187,11.0,0.4641,90.0,0.3751,89.0,0.3606,74.0,0.3688,72.0,0.377,69.0,20251121.0,35.0,189.0
AGEN,105.0,,,4.800000190734863,,1.0614,89.0,0.8143,77.0,1.4144,91.0,1.4609,93.0,1.5073,94.0,1.1309,90.0,1.0826,94.0,1.1724,82.0,1.2286,84.0,1.2847,89.0,20251121.0,35.0,189.0
AGG,,,,98.41999816894533,,0.042,63.0,0.0331,66.0,0.0332,28.0,0.0562,70.0,0.0792,84.0,0.0541,78.0,0.0427,81.0,0.0321,32.0,0.0624,78.0,0.0928,84.0,20251219.0,35.0,217.0
AGGY,,,,43.400001525878906,,0.0492,,0.0324,,,,,,,,0.0622,,0.0447,,,,,,,,20260116.0,35.0,245.0
AGI,125.0,,,26.739999771118164,,0.2002,6.0,0.2156,2.0,0.3629,15.0,0.3575,13.0,0.3521,11.0,0.4159,34.0,0.3314,27.0,0.378,13.0,0.391,12.0,0.4041,16.0,20270115.0,35.0,609.0
AGIO,131.0,,,33.34000015258789,,0.4592,49.0,0.4666,50.0,0.5872,47.0,0.5743,43.0,0.5614,41.0,0.4413,20.0,0.4851,45.0,0.6151,62.0,0.6118,59.0,0.6085,59.0,20251219.0,35.0,217.0
AGIX,,,,30.239999771118164,,0.1854,8.0,0.115,100.0,,,,,0.3241,,0.3686,23.0,0.2515,100.0,,,,,0.2958,,,,
AGL,119.0,,,2.150000095367432,,0.5091,66.0,0.4912,64.0,0.6676,60.0,0.8006,73.0,0.9336,90.0,1.0038,94.0,0.94,100.0,0.8745,93.0,0.8618,92.0,0.849,91.0,20270115.0,35.0,609.0
AGM,123.0,,,193.13999938964844,,0.3492,63.0,0.2495,39.0,0.2563,16.0,0.254,9.0,0.2518,8.0,0.2953,31.0,0.2712,34.0,0.2404,4.0,0.264,7.0,0.2877,13.0,20251121.0,35.0,189.0
AGNC,148.0,,,9.199999809265137,,0.1425,42.0,0.1601,54.0,0.1928,59.0,0.2212,64.0,0.2495,67.0,0.254,70.0,0.2497,75.0,0.2569,68.0,0.294,74.0,0.331,62.0,20270115.0,7.0,609.0
AGNG,,,,31.34000015258789,,0.1538,,0.0714,,0.1355,,,,,,0.1832,,0.1522,,0.1355,,,,,,20260116.0,35.0,245.0
AGO,117.0,,,87.1500015258789,,0.1658,26.0,0.185,31.0,0.3112,52.0,0.3164,52.0,0.3217,52.0,0.2651,46.0,0.2269,41.0,0.244,28.0,0.2626,28.0,0.2812,31.0,20260116.0,35.0,245.0
AGQ,,,,48.06999969482422,,0.4233,41.0,0.1966,11.0,0.5076,45.0,0.5464,54.0,0.5852,63.0,0.5912,60.0,0.3322,42.0,0.536,42.0,0.562,42.0,0.588,40.0,20270115.0,7.0,609.0
AGRO,103.0,,,9.270000457763672,,0.2389,35.0,0.203,10.0,,,,,,,0.385,70.0,0.2964,34.0,,,,,,,20251219.0,35.0,217.0
AGS,110.0,,,12.390000343322754,,0.0115,1.0,0.0215,1.0,,,,,,,0.0552,6.0,0.0606,5.0,,,,,,,20260116.0,35.0,245.0
AGX,201.0,,,208.5500030517578,,0.3041,61.0,0.4427,89.0,0.5832,88.0,0.5881,89.0,0.5931,87.0,0.7546,100.0,0.633,100.0,0.6696,100.0,0.6663,100.0,0.663,99.0,20260116.0,35.0,245.0
AGYS,154.0,,,113.1500015258789,,0.3013,39.0,0.2482,15.0,0.3615,30.0,0.3832,35.0,0.4048,42.0,0.5981,81.0,0.4378,56.0,0.4915,72.0,0.4987,73.0,0.5059,75.0,20260116.0,35.0,245.0
AGZ,,,,109.3040008544922,,0.0242,,0.022,,,,,,,,0.0332,,0.0317,,,,,,,,20251121.0,35.0,189.0
AHCO,119.0,,,8.300000190734863,,0.1511,2.0,0.3387,10.0,0.7419,81.0,0.6284,59.0,0.5149,31.0,0.5597,26.0,0.4809,31.0,0.4536,10.0,0.4562,8.0,0.4588,8.0,20270115.0,35.0,609.0
