symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,171.0,,,119.2,33860546180.0,0.2291,47.0,0.1651,22.0,0.3314,66.0,0.3288,65.0,0.3263,64.0,0.358,81.0,0.3024,80.0,0.3058,61.0,0.3134,60.0,0.3211,59.0,20270115.0,35.0,609.0,0.9531630170316304
AA,206.0,,,31.27,8096272419.0,0.4823,73.0,0.3539,60.0,0.4362,62.0,0.4509,65.0,0.4656,68.0,0.5671,82.0,0.477,82.0,0.4398,68.0,0.4554,70.0,0.4709,71.0,20270115.0,7.0,609.0,1.0099800399201595
AAAU,,,,32.97,,0.1123,,0.0642,,0.1432,,0.1481,,0.1529,,0.1964,,0.1022,,0.1151,,0.1528,,0.1905,,20251219.0,35.0,217.0,1.0317353139770424
AACT,,,,11.38,703963393.0,0.0225,,0.0385,,,,,,,,0.0353,,0.0372,,,,,,,,,,,
AAL,205.0,,,13.17,8689947875.0,0.7264,93.0,0.423,78.0,0.4208,62.0,0.4172,61.0,0.4136,60.0,0.6503,93.0,0.4773,85.0,0.4032,55.0,0.4182,57.0,0.4331,57.0,20271217.0,7.0,945.0,1.0023969319271333
AAMI,191.0,,,47.04,1684591809.0,0.4279,,0.3098,,0.2997,,0.3243,,0.3488,,0.3843,,0.3433,,0.2673,,0.2844,,0.3015,,20260116.0,35.0,245.0,0.8769657724329325
AAOI,171.0,,,22.36,1394542723.0,1.001,82.0,0.9975,90.0,0.9275,73.0,0.9264,73.0,0.9254,72.0,1.3,92.0,1.1042,93.0,0.9778,86.0,0.9766,84.0,0.9755,81.0,20270115.0,7.0,609.0,1.054188255613126
AAON,170.0,,,79.55,6485767752.0,1.334,100.0,0.902,100.0,0.4867,89.0,0.4649,86.0,0.4431,83.0,0.709,100.0,0.5335,97.0,0.4946,98.0,0.4856,97.0,0.4767,96.0,20260116.0,35.0,245.0,1.0445257044525704
AAP,171.0,,,56.84,3406171113.0,0.6446,95.0,0.5471,97.0,0.4644,87.0,0.4786,89.0,0.4929,89.0,0.904,100.0,0.5709,99.0,0.5355,96.0,0.5292,95.0,0.523,93.0,20270115.0,7.0,609.0,1.1057250313414124
AAPB,,,,25.26,,0.5841,79.0,0.4884,92.0,0.4488,43.0,0.4502,31.0,0.4515,28.0,0.7813,94.0,0.5948,95.0,0.4035,38.0,0.4686,51.0,0.5336,57.0,20260116.0,35.0,245.0,1.0408707241226125
AAPD,,,,15.53,,0.3054,78.0,0.2574,84.0,0.202,16.0,,,,,0.4064,94.0,0.3129,96.0,0.202,18.0,,,,,20260116.0,35.0,245.0,
AAPL,198.0,,,231.59,3547703928203.0,0.3021,63.0,0.2547,61.0,0.2333,31.0,0.2332,31.0,0.2332,31.0,0.3959,81.0,0.3134,71.0,0.2477,21.0,0.2663,23.0,0.2849,28.0,20271217.0,7.0,945.0,1.1419382504288165
AAPU,,,,27.45,,0.5911,84.0,0.4998,91.0,0.4843,60.0,0.4686,45.0,0.4529,36.0,0.7783,94.0,0.6109,95.0,0.3854,33.0,0.434,30.0,0.4825,39.0,20260116.0,35.0,245.0,0.9261630388390952
AAPW,,,,38.8,,0.3882,,0.2868,,,,,,1.0159,,0.0,,0.3009,,,,,,0.8985,,20251219.0,35.0,217.0,
AAPX,,,,23.68,,0.5805,,0.4734,,0.4279,,0.474,,0.5201,,0.7829,,0.5918,,0.3667,,0.446,,0.5254,,20251219.0,35.0,217.0,0.940928270042194
AAPY,,,,23.26,,0.1652,,0.0711,,,,,,0.3105,,0.3313,,0.1874,,,,,,0.3293,,20260116.0,35.0,245.0,
AAT,193.0,,,19.49,1517629839.0,0.2611,70.0,0.1828,36.0,0.2649,55.0,,,,,0.2935,76.0,0.2777,82.0,0.2649,61.0,,,,,20260116.0,35.0,245.0,
AAXJ,,,,85.95,,0.1615,54.0,0.0565,9.0,0.1389,21.0,0.141,15.0,0.143,14.0,0.2187,77.0,0.1281,80.0,0.1431,16.0,0.1582,9.0,0.1732,8.0,20251219.0,35.0,217.0,1.121985815602837
AB,191.0,,,40.46,4472326919.0,0.2364,46.0,0.1944,23.0,0.221,26.0,0.2303,20.0,0.2396,19.0,0.274,44.0,0.2482,33.0,0.1919,27.0,0.2435,27.0,0.2951,37.0,20260116.0,35.0,245.0,1.057316543638732
ABAT,275.0,,,2.77,266148512.0,0.6481,56.0,1.0803,87.0,1.1849,,1.242,,1.299,,1.0434,75.0,1.1203,92.0,1.224,,1.2754,,1.3269,,20251219.0,35.0,217.0,1.0268921095008052
ABBV,197.0,,,206.69,365130290713.0,0.1228,17.0,0.147,17.0,0.1702,16.0,0.1754,15.0,0.1807,17.0,0.2828,70.0,0.2874,86.0,0.1957,27.0,0.2454,24.0,0.2952,51.0,20270115.0,7.0,609.0,1.3990877993158497
ABCB,198.0,,,69.97,4799018480.0,0.3378,75.0,0.2119,25.0,0.2958,42.0,0.2964,38.0,0.2971,41.0,0.338,75.0,0.2716,42.0,0.282,43.0,0.2895,41.0,0.2971,44.0,20260116.0,35.0,245.0,0.9767206477732792
ABCL,170.0,,,4.59,1371643479.0,0.6734,68.0,1.1165,98.0,0.8915,73.0,0.8887,77.0,0.8859,80.0,0.8133,94.0,0.7882,94.0,0.973,80.0,0.9315,85.0,0.89,89.0,20260116.0,35.0,245.0,1.0481602340497356
ABEO,149.0,,,7.13,364747277.0,0.626,46.0,0.469,11.0,0.7139,14.0,0.7388,12.0,0.7636,15.0,0.6354,18.0,0.6733,17.0,0.6812,15.0,0.7224,14.0,0.7636,14.0,20251219.0,35.0,217.0,0.9778018408229562
ABEV,171.0,,,2.19,35129133708.0,0.1423,8.0,0.1574,7.0,0.3315,50.0,0.2997,27.0,0.2679,3.0,0.2918,43.0,0.2446,47.0,0.257,28.0,0.2652,3.0,0.2734,3.0,20270115.0,35.0,609.0,0.8848848848848848
ABFL,,,,68.72,,0.1298,,0.0823,,0.1144,,0.1387,,0.163,,0.2428,,0.151,,0.1315,,0.1533,,0.1751,,20251219.0,35.0,217.0,1.105263157894737
ABG,198.0,,,240.55,4765752605.0,0.4187,68.0,0.3225,52.0,0.3263,34.0,0.319,30.0,0.3117,27.0,0.4001,57.0,0.3787,64.0,0.3434,37.0,0.3437,36.0,0.344,36.0,20260116.0,35.0,245.0,1.0774294670846396
ABL,282.0,,,6.41,614855493.0,0.6937,88.0,0.6216,79.0,0.5967,,0.59,,0.5832,,0.6476,66.0,0.6656,98.0,0.5778,,0.587,,0.5961,,20270115.0,35.0,609.0,0.994915254237288
