symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,163.0,,,113.98,32377728742.0,0.2214,45.0,0.2323,57.0,0.3612,75.0,0.3434,70.0,0.3255,64.0,0.3563,80.0,0.3035,80.0,0.2956,55.0,0.3164,62.0,0.3372,66.0,20270115.0,35.0,609.0,0.9213744903902156
AA,198.0,,,30.1,7793341840.0,0.4238,64.0,0.325,54.0,0.4938,75.0,0.502,76.0,0.5103,77.0,0.5595,81.0,0.4757,83.0,0.4665,75.0,0.4582,71.0,0.4498,68.0,20270115.0,7.0,609.0,0.9127490039840638
AAAU,,,,33.58,,0.177,,0.0691,,0.1554,,0.1685,,0.1816,,0.1991,,0.1034,,0.1702,,0.172,,0.1739,,20251219.0,35.0,217.0,1.0207715133531157
AACT,,,,11.39,704582004.0,0.0358,,0.039,,,,,,,,0.0352,,0.0368,,,,,,,,,,,
AAL,197.0,,,11.73,7739793774.0,0.3673,53.0,0.2795,34.0,0.371,47.0,0.3618,43.0,0.3526,39.0,0.63,91.0,0.4734,84.0,0.4349,67.0,0.4412,66.0,0.4476,64.0,20271217.0,7.0,945.0,1.2194582642343836
AAMI,183.0,,,44.3,1585731763.0,0.7969,,0.536,,0.3411,,,,,,0.3911,,0.3453,,0.3158,,,,,,20260116.0,35.0,245.0,
AAOI,163.0,,,22.33,1253586099.0,0.7993,70.0,0.741,73.0,1.5438,96.0,1.5308,96.0,1.5177,96.0,1.3047,95.0,1.0995,96.0,0.9683,86.0,0.9773,87.0,0.9863,85.0,20270115.0,7.0,609.0,0.6384243532793311
AAON,162.0,,,82.73,6731417395.0,0.3341,70.0,0.3292,71.0,0.7454,99.0,0.8084,100.0,0.8714,100.0,0.6486,98.0,0.4918,97.0,0.4852,99.0,0.4952,99.0,0.5052,99.0,20260116.0,35.0,245.0,0.6125680356259278
AAP,163.0,,,58.34,3496059513.0,0.6987,96.0,0.5247,97.0,1.0934,100.0,1.0398,100.0,0.9863,100.0,0.9023,100.0,0.5667,99.0,0.4962,95.0,0.5336,96.0,0.5711,97.0,20270115.0,7.0,609.0,0.5131756106943642
AAPB,,,,22.85,,0.8551,,0.6105,,0.4857,,0.5836,,0.6814,,0.7777,,0.5914,,0.4229,,0.479,,0.535,,20260116.0,35.0,245.0,0.8207676490747087
AAPD,,,,16.36,,0.4254,,0.3178,,0.3724,,,,,,0.4043,,0.3112,,0.2265,,,,,,20260116.0,35.0,245.0,
AAPL,190.0,,,220.03,3370617484932.0,0.4119,83.0,0.3174,79.0,0.2736,46.0,0.269,44.0,0.2644,43.0,0.3937,81.0,0.3118,70.0,0.2618,27.0,0.261,20.0,0.2603,15.0,20271217.0,7.0,945.0,0.9702602230483272
AAPU,,,,24.84,,0.8223,,0.6232,,0.5154,,0.5156,,0.5158,,0.7744,,0.6075,,0.4102,,0.467,,0.5237,,20260116.0,35.0,245.0,0.9057408844065168
AAPW,,,,36.67,,0.472,,0.3698,,,,,,0.4551,,0.0,,0.0,,,,,,0.6699,,20251219.0,35.0,217.0,
AAPX,,,,21.46,,0.8307,,0.6137,,0.4757,,0.5686,,0.6614,,0.779,,0.5885,,0.3925,,0.4705,,0.5485,,20251219.0,35.0,217.0,0.8274709813577207
AAPY,,,,22.61,,0.3159,,0.2296,,,,,,,,0.3315,,0.1886,,,,,,,,20260116.0,35.0,245.0,
AAT,185.0,,,18.99,1468574465.0,0.4447,94.0,0.3612,93.0,0.3524,72.0,,,,,0.2908,78.0,0.2774,82.0,0.3524,85.0,,,,,20260116.0,35.0,245.0,
AAXJ,,,,85.04,,0.1328,35.0,0.067,19.0,0.148,28.0,0.1583,30.0,0.1686,36.0,0.2175,79.0,0.1288,83.0,0.148,21.0,0.1622,12.0,0.1765,10.0,20251219.0,35.0,217.0,1.0246367656348705
AB,183.0,,,40.09,4431428347.0,0.1349,12.0,0.2354,41.0,0.2259,27.0,0.2476,27.0,0.2694,33.0,0.2792,47.0,0.2514,35.0,0.1814,21.0,0.2254,17.0,0.2694,23.0,20260116.0,35.0,245.0,0.9103392568659128
ABAT,267.0,,,2.08,210826712.0,0.5106,43.0,1.1788,91.0,1.4303,,1.272,,1.1138,,1.0565,79.0,1.1157,96.0,1.1639,,1.2295,,1.2951,,20251219.0,35.0,217.0,0.9665880503144654
ABBV,189.0,,,198.86,351298122678.0,0.24,67.0,0.293,88.0,0.2243,55.0,0.2284,53.0,0.2325,54.0,0.2838,72.0,0.2887,87.0,0.2006,31.0,0.247,27.0,0.2935,50.0,20270115.0,7.0,609.0,1.081436077057793
ABCB,190.0,,,66.02,4549497123.0,0.2585,54.0,0.2198,28.0,0.2563,17.0,0.2526,9.0,0.2488,10.0,0.3324,72.0,0.2702,42.0,0.2563,18.0,0.2526,8.0,0.2488,7.0,20260116.0,35.0,245.0,1.0
ABCL,162.0,,,4.24,1339297208.0,0.5458,47.0,0.5203,37.0,1.2242,96.0,1.1268,,1.0293,,0.8083,93.0,0.7525,93.0,0.8528,59.0,0.876,,0.8991,,20260116.0,35.0,245.0,0.777422790202343
ABEO,141.0,,,6.27,320752508.0,0.4388,21.0,0.455,8.0,0.8542,32.0,0.9447,37.0,1.0352,46.0,0.6283,14.0,0.6722,14.0,0.9872,52.0,1.0046,50.0,1.0219,54.0,20251219.0,35.0,217.0,1.0634063723933522
ABEV,163.0,,,2.28,35550215992.0,0.4014,82.0,0.2503,59.0,0.1964,3.0,0.3221,36.0,0.4478,71.0,0.2916,43.0,0.2468,50.0,0.2075,9.0,0.288,20.0,0.3684,31.0,20270115.0,35.0,609.0,0.8941322570630238
