symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,203.0,,,127.19,36058365692.0,0.307,69.0,0.1983,39.0,0.3112,60.0,0.3286,65.0,0.346,70.0,0.3573,81.0,0.298,78.0,0.297,55.0,0.3071,57.0,0.3172,57.0,20270115.0,35.0,609.0,0.9345709068776628
AA,238.0,,,33.48,8668474349.0,0.3672,54.0,0.3888,69.0,0.4664,68.0,0.4718,70.0,0.4772,71.0,0.5468,78.0,0.4608,80.0,0.4264,65.0,0.4494,68.0,0.4723,71.0,20270115.0,7.0,609.0,0.9525222551928784
AAAU,,,,36.43,,0.0789,,0.073,,0.1803,,0.1735,,0.1667,,0.196,,0.0995,,0.1735,,0.1744,,0.1753,,20251219.0,35.0,217.0,1.0051873198847263
AACT,,,,11.4,705200556.0,0.0174,,0.0195,,,,,,,,0.0378,,0.0375,,,,,,,,,,,
AAL,237.0,,,12.41,8188477690.0,0.2092,13.0,0.3124,48.0,0.436,67.0,0.4334,66.0,0.4309,66.0,0.6238,91.0,0.458,80.0,0.4319,64.0,0.4268,61.0,0.4216,53.0,20271217.0,7.0,945.0,0.984771573604061
AAMI,223.0,,,48.5,1736877150.0,0.2699,,0.2851,,0.4202,,0.394,,0.3678,,0.4518,,0.3603,,0.3553,,0.3616,,0.3678,,20260116.0,35.0,245.0,0.9177664974619288
AAOI,203.0,,,28.93,1803895453.0,1.1,85.0,0.7556,73.0,0.9457,74.0,0.9482,74.0,0.9508,74.0,1.1558,88.0,1.0243,91.0,0.974,86.0,0.984,85.0,0.9941,84.0,20270115.0,7.0,609.0,1.037755747732546
AAON,202.0,,,83.99,6847763655.0,0.6229,96.0,0.3993,87.0,0.5683,95.0,0.5649,96.0,0.5615,95.0,0.592,94.0,0.4953,96.0,0.5045,99.0,0.51,99.0,0.5156,99.0,20260116.0,35.0,245.0,0.9028146574614976
AAP,203.0,,,63.23,3792845200.0,0.5,91.0,0.3721,87.0,0.6058,96.0,0.4868,89.0,0.3678,70.0,0.8523,100.0,0.5337,98.0,0.552,97.0,0.5268,94.0,0.5016,91.0,20270115.0,7.0,609.0,1.0821692686935087
AAPB,,,,26.4,,0.584,79.0,0.3792,73.0,0.5591,71.0,0.5283,56.0,0.4975,44.0,0.7658,92.0,0.574,90.0,0.4448,56.0,0.4783,57.0,0.5118,48.0,20260116.0,35.0,245.0,0.9053568048457316
AAPD,,,,15.11,,0.2922,76.0,0.1928,60.0,,,,,,,0.3998,93.0,0.3031,90.0,,,,,,,20260116.0,35.0,245.0,
AAPL,230.0,,,238.15,3648195872914.0,0.2911,60.0,0.1979,41.0,0.2264,28.0,0.2256,28.0,0.2247,28.0,0.3881,78.0,0.3005,67.0,0.2498,21.0,0.2629,21.0,0.276,22.0,20271217.0,7.0,945.0,1.1653368794326242
AAPU,,,,28.69,,0.581,83.0,0.3971,73.0,0.4533,52.0,0.4616,44.0,0.4699,40.0,0.7629,91.0,0.5889,90.0,0.3825,32.0,0.4656,47.0,0.5487,69.0,20260116.0,35.0,245.0,1.0086655112651646
AAPW,,,,38.67,,0.3383,,0.2253,,,,,,0.837,,0.4349,,0.2957,,,,,,0.8567,,20251219.0,35.0,217.0,
AAPX,,,,24.71,,0.6189,,0.3833,,0.3613,,0.5162,,0.6711,,0.7687,,0.573,,0.3876,,0.4729,,0.5582,,20251219.0,35.0,217.0,0.9161177838047267
