symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,198.0,,,126.73,35927955952.0,0.2599,57.0,0.2188,51.0,0.2665,42.0,0.2625,40.0,0.2585,37.0,0.3541,80.0,0.2972,78.0,0.3045,60.0,0.3076,57.0,0.3106,54.0,20270115.0,35.0,609.0,1.1718095238095236
AA,233.0,,,32.29,8360365845.0,0.3369,47.0,0.3962,70.0,0.4838,72.0,0.5003,75.0,0.5167,78.0,0.5514,79.0,0.4637,80.0,0.4388,68.0,0.4556,70.0,0.4723,71.0,20270115.0,7.0,609.0,0.9106536078352988
AAAU,,,,35.9,,0.1069,,0.0756,,0.1303,,0.1496,,0.1688,,0.1963,,0.1,,0.1523,,0.1606,,0.1688,,20251219.0,35.0,217.0,1.0735294117647058
AACT,,,,11.43,707056390.0,0.0132,,0.0171,,,,,,,,0.0377,,0.0376,,,,,,,,,,,
AAL,232.0,,,12.95,8544785321.0,0.326,41.0,0.3797,69.0,0.4246,63.0,0.4117,59.0,0.3988,55.0,0.6275,91.0,0.4599,80.0,0.4234,61.0,0.4278,61.0,0.4323,57.0,20271217.0,7.0,945.0,1.0391061452513966
AAMI,218.0,,,48.3,1729714743.0,1.1434,,0.5416,,0.5113,,0.479,,0.4468,,0.453,,0.362,,0.314,,0.3342,,0.3543,,20260116.0,35.0,245.0,0.6977035490605428
AAOI,198.0,,,26.85,1674199554.0,1.0025,82.0,0.7767,75.0,0.904,72.0,0.8887,71.0,0.8734,69.0,1.1544,88.0,1.0294,91.0,0.9763,86.0,0.9803,85.0,0.9843,82.0,20270115.0,7.0,609.0,1.1030719027793403
AAON,197.0,,,82.47,6723837258.0,0.6355,96.0,0.4346,92.0,0.5344,93.0,0.5152,91.0,0.496,90.0,0.5945,94.0,0.4971,96.0,0.4989,99.0,0.4996,98.0,0.5003,98.0,20260116.0,35.0,245.0,0.96972049689441
AAP,198.0,,,62.2,3731060826.0,0.3775,81.0,0.3167,78.0,0.4512,86.0,0.457,86.0,0.4629,86.0,0.8497,100.0,0.5332,98.0,0.5389,96.0,0.5329,95.0,0.5268,93.0,20270115.0,7.0,609.0,1.1660831509846827
AAPB,,,,24.68,,0.7088,88.0,0.3451,65.0,0.4183,35.0,0.4406,28.0,0.4629,33.0,0.7644,92.0,0.5747,90.0,0.4073,39.0,0.468,51.0,0.5288,56.0,20260116.0,35.0,245.0,1.06218792555606
AAPD,,,,15.64,,0.3601,87.0,0.1764,50.0,0.3393,73.0,,,,,0.3992,93.0,0.3034,90.0,0.3393,84.0,,,,,20260116.0,35.0,245.0,
AAPL,225.0,,,230.03,3523806482052.0,0.3541,74.0,0.1813,34.0,0.2063,21.0,0.2052,21.0,0.2041,20.0,0.3875,78.0,0.3009,67.0,0.2584,25.0,0.2671,24.0,0.2758,22.0,20271217.0,7.0,945.0,1.3016569200779728
AAPU,,,,26.81,,0.7047,89.0,0.3628,64.0,0.3934,36.0,0.4211,32.0,0.4488,35.0,0.7616,90.0,0.5896,90.0,0.3664,28.0,0.464,45.0,0.5617,76.0,20260116.0,35.0,245.0,1.1018760389456188
AAPW,,,,37.14,,0.4273,,0.2695,,0.3178,,0.439,,0.5601,,0.4336,,0.2962,,0.3178,,0.59,,0.8623,,20251219.0,35.0,217.0,1.3439635535307517
AAPX,,,,23.09,,0.6891,,0.3376,,0.526,,0.473,,0.42,,0.7653,,0.5729,,0.4318,,0.4732,,0.5145,,20251219.0,35.0,217.0,1.0004228329809726
AAPY,,,,23.07,,0.311,,0.0831,,,,,,,,0.3254,,0.1818,,,,,,,,20260116.0,35.0,245.0,
AAT,220.0,,,20.88,1614735860.0,0.3095,82.0,0.2171,60.0,,,,,0.302,60.0,0.2956,77.0,0.2724,80.0,,,,,0.302,65.0,20260116.0,35.0,245.0,
AAXJ,,,,90.34,,0.1005,17.0,0.0559,9.0,0.1409,22.0,0.1395,14.0,0.138,11.0,0.2067,71.0,0.1211,73.0,0.1409,14.0,0.1576,8.0,0.1742,8.0,20251219.0,35.0,217.0,1.1297491039426522
AB,218.0,,,38.36,4240199387.0,0.175,23.0,0.1889,20.0,0.2659,49.0,0.2557,32.0,0.2454,22.0,0.2652,41.0,0.2494,33.0,0.1867,25.0,0.2502,30.0,0.3136,46.0,20260116.0,35.0,245.0,0.9784904184591318
ABAT,302.0,,,2.39,221132140.0,0.7943,68.0,0.8955,75.0,1.2525,,1.4126,,1.5727,,1.0339,73.0,1.104,91.0,1.3183,,1.312,,1.3057,,20251219.0,35.0,217.0,0.9287838029166076
ABBV,224.0,,,220.22,389031845356.0,0.2605,72.0,0.1538,21.0,0.1901,28.0,0.1898,23.0,0.1896,22.0,0.2831,70.0,0.2803,82.0,0.248,66.0,0.2436,22.0,0.2392,7.0,20270115.0,7.0,609.0,1.2834562697576395
ABCB,225.0,,,74.63,5118632696.0,0.1609,18.0,0.1751,10.0,0.3207,52.0,0.2875,34.0,0.2544,14.0,0.324,65.0,0.263,38.0,0.226,4.0,0.2384,4.0,0.2508,8.0,20260116.0,35.0,245.0,0.8292173913043479
ABCL,197.0,,,4.61,1377620133.0,0.4934,38.0,0.6328,64.0,0.8777,71.0,0.9343,84.0,0.9909,91.0,0.7754,91.0,0.7705,93.0,0.8868,64.0,0.9047,80.0,0.9226,94.0,20260116.0,35.0,245.0,0.9683185272396446
ABEO,176.0,,,6.75,346129875.0,0.4412,22.0,0.3709,2.0,0.811,26.0,0.8564,28.0,0.9019,32.0,0.6197,13.0,0.6575,13.0,0.5835,2.0,0.7226,14.0,0.8618,32.0,20251219.0,35.0,217.0,0.8437645959831854
ABEV,198.0,,,2.29,35920023988.0,0.2494,43.0,0.2086,34.0,0.2018,3.0,0.3134,33.0,0.425,65.0,0.265,32.0,0.2358,41.0,0.2024,8.0,0.2828,19.0,0.3631,30.0,20270115.0,35.0,609.0,0.9023611997447352
ABFL,,,,72.48,,0.0795,,0.0765,,0.1197,,0.1378,,0.1559,,0.2279,,0.1454,,0.131,,0.1488,,0.1666,,20251219.0,35.0,217.0,1.0798258345428156
ABG,225.0,,,252.85,4971182830.0,0.2847,39.0,0.2429,22.0,0.3352,38.0,0.339,38.0,0.3428,40.0,0.3887,56.0,0.3679,61.0,0.3436,37.0,0.3432,36.0,0.3429,35.0,20260116.0,35.0,245.0,1.0123893805309734
ABL,309.0,,,6.45,618692341.0,0.4516,54.0,0.5327,64.0,1.1482,,0.9098,,0.6713,,0.6446,66.0,0.6633,95.0,0.5789,,0.5693,,0.5597,,20270115.0,35.0,609.0,0.625741921301385
ABM,184.0,,,46.82,2866971179.0,0.2558,59.0,0.4141,92.0,0.2491,34.0,0.2784,45.0,0.3076,54.0,0.3077,62.0,0.2886,68.0,0.314,67.0,0.3046,56.0,0.2952,49.0,20260116.0,35.0,245.0,1.0941091954022988
ABNB,211.0,,,123.05,75335645606.0,0.1508,4.0,0.2139,11.0,0.2775,8.0,0.2786,9.0,0.2796,9.0,0.3915,44.0,0.316,43.0,0.356,2.0,0.3588,1.0,0.3617,1.0,20270115.0,7.0,609.0,1.2878679109834887
ABNY,,,,10.1,,0.1553,13.0,0.1808,40.0,,,,,0.7793,,0.33,67.0,0.228,69.0,,,,,0.7793,,20260116.0,35.0,245.0,
ABOS,304.0,,,1.39,84197025.0,0.586,32.0,0.5558,14.0,,,,,,,0.8044,50.0,0.8235,55.0,,,,,,,20260116.0,35.0,245.0,
ABR,203.0,,,11.89,2417665110.0,0.2447,60.0,0.2191,53.0,0.2645,42.0,0.2901,37.0,0.3157,43.0,0.3807,80.0,0.3681,87.0,0.3022,82.0,0.4012,69.0,0.5001,60.0,20270115.0,7.0,609.0,1.382971389176146
ABSI,178.0,,,2.74,409693043.0,0.9619,70.0,0.7407,28.0,2.1578,90.0,1.509,76.0,0.8602,6.0,0.7422,1.0,0.7586,1.0,0.8634,7.0,0.9314,14.0,0.9994,26.0,20251121.0,35.0,189.0,0.6172299536116634
ABT,233.0,,,132.65,230872012622.0,0.215,69.0,0.1881,63.0,0.2004,56.0,0.2015,55.0,0.2025,55.0,0.2377,75.0,0.22,79.0,0.1978,38.0,0.2242,48.0,0.2505,56.0,20270115.0,7.0,609.0,1.1126550868486351
ABTC,,,,8.28,7523108662.0,0.0,,3.1555,,1.3689,,1.7159,,2.0629,,0.0,,0.0,,1.0354,,1.5893,,2.1432,,,,,0.926219476659479
ABUS,310.0,,,4.9,939325157.0,0.507,50.0,0.6923,66.0,0.7224,23.0,0.6605,13.0,0.5986,7.0,0.4404,20.0,0.4773,19.0,0.842,37.0,0.7901,26.0,0.7382,23.0,20270115.0,35.0,609.0,1.196214988644966
ABVC,,,,2.77,65210786.0,0.3708,,0.5334,,,,,,,,1.5409,,1.3512,,,,,,,,,,,
ACA,197.0,,,98.17,4814737743.0,0.2497,38.0,0.2108,19.0,0.2221,4.0,0.2577,7.0,0.2933,19.0,0.3839,69.0,0.3027,47.0,0.3089,20.0,0.315,20.0,0.3212,23.0,20251219.0,35.0,217.0,1.2223515715948778
ACAD,198.0,,,24.2,4082830529.0,0.3086,20.0,0.3333,15.0,0.6622,52.0,0.6463,47.0,0.6304,44.0,0.5088,22.0,0.4778,32.0,0.4544,6.0,0.4668,6.0,0.4793,8.0,20251219.0,35.0,217.0,0.7222652019186137
ACB,219.0,,,4.93,277325801.0,0.4678,25.0,0.4223,11.0,0.9627,54.0,0.9215,45.0,0.8803,38.0,0.6964,35.0,0.5564,17.0,0.6698,23.0,0.7286,16.0,0.7873,15.0,20270115.0,35.0,609.0,0.7906673901247966
ACCO,204.0,,,4.13,372247219.0,0.3139,50.0,0.2396,23.0,0.44,59.0,,,,,0.43,73.0,0.3731,80.0,0.44,69.0,,,,,20251219.0,35.0,217.0,
ACDC,190.0,,,3.9,698217017.0,0.4873,27.0,0.5249,35.0,0.7703,73.0,0.8668,85.0,0.9634,90.0,1.2708,100.0,0.8816,96.0,0.7365,80.0,0.7868,84.0,0.8371,84.0,20251121.0,35.0,189.0,0.9077065066912784
ACEL,317.0,,,11.4,962625088.0,0.3489,60.0,0.2462,31.0,0.3117,7.0,0.312,2.0,0.3124,4.0,0.379,59.0,0.2958,35.0,0.3117,7.0,0.312,2.0,0.3124,3.0,20260116.0,35.0,245.0,1.0
