symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,153.0,,,119.54,33957129404.0,0.3429,76.0,0.27,71.0,0.2995,56.0,0.2975,55.0,0.2955,53.0,0.3581,81.0,0.3034,80.0,0.2872,50.0,0.3012,54.0,0.3151,57.0,20270115.0,35.0,609.0,1.012436974789916
AA,188.0,,,30.68,7943113439.0,0.37,55.0,0.3295,55.0,0.4616,68.0,0.4596,68.0,0.4575,67.0,0.5626,82.0,0.4791,84.0,0.434,68.0,0.4514,70.0,0.4687,71.0,20270115.0,7.0,609.0,0.9821583986074848
AAAU,,,,32.76,,0.1636,,0.0702,,0.1526,,0.1573,,0.162,,0.1968,,0.1037,,0.1442,,0.1568,,0.1694,,20251219.0,35.0,217.0,0.996821360457724
AACT,,,,11.41,705819168.0,0.0513,,0.0516,,,,,,,,0.0342,,0.0361,,,,,,,,,,,
AAL,187.0,,,11.58,7640819677.0,0.6551,90.0,0.2732,31.0,0.33,31.0,0.331,30.0,0.3321,30.0,0.626,91.0,0.4728,84.0,0.4414,69.0,0.4436,67.0,0.4457,64.0,20271217.0,7.0,945.0,1.340181268882175
AAMI,173.0,,,39.86,1426800680.0,0.1546,,0.165,,0.2185,,0.3032,,0.388,,0.358,,0.3289,,0.2185,,0.3032,,0.388,,20260116.0,35.0,245.0,1.0
AAOI,153.0,,,25.22,1415828063.0,0.6584,59.0,0.7954,79.0,1.6214,97.0,1.6223,97.0,1.6232,97.0,1.3063,95.0,1.109,96.0,0.9923,88.0,0.9992,89.0,1.0062,87.0,20270115.0,7.0,609.0,0.6159156752758429
AAON,152.0,,,83.08,6759895405.0,0.5967,96.0,0.416,91.0,0.6869,99.0,0.6936,100.0,0.7003,99.0,0.6531,98.0,0.4948,97.0,0.4906,99.0,0.5048,100.0,0.5191,100.0,20260116.0,35.0,245.0,0.7277970011534026
AAP,153.0,,,57.5,3445722000.0,0.789,97.0,0.7558,100.0,0.5154,93.0,0.5197,93.0,0.5241,93.0,0.8958,100.0,0.5607,99.0,0.4798,93.0,0.5192,95.0,0.5585,96.0,20270115.0,7.0,609.0,0.9990379064845102
AAPB,,,,21.77,,0.125,,0.2172,,0.5252,,0.567,,0.6087,,0.7641,,0.5893,,0.4339,,0.4847,,0.5355,,20260116.0,35.0,245.0,0.8548500881834217
AAPD,,,,16.88,,0.0643,,0.1125,,0.4133,,,,,,0.3977,,0.3097,,0.4133,,,,,,20260116.0,35.0,245.0,
AAPL,180.0,,,214.05,3197007994483.0,0.0658,1.0,0.1165,6.0,0.3345,63.0,0.3353,63.0,0.3361,62.0,0.388,79.0,0.3105,70.0,0.2492,21.0,0.2673,24.0,0.2854,28.0,20271217.0,7.0,945.0,0.7971965404115717
AAPU,,,,23.66,,0.1298,,0.2262,,0.5873,,0.5889,,0.5904,,0.7627,,0.6052,,0.4334,,0.4741,,0.5148,,20260116.0,35.0,245.0,0.805060281881474
AAPW,,,,35.6,,0.0607,,0.1259,,,,,,0.4642,,0.0,,0.0,,,,,,0.7011,,20251219.0,35.0,217.0,
AAPX,,,,20.43,,0.123,,0.2014,,0.5766,,0.6326,,0.6886,,0.7672,,0.5854,,0.4071,,0.4746,,0.542,,20251219.0,35.0,217.0,0.7502371166613974
AAPY,,,,22.04,,0.045,,0.0601,,,,,,0.2062,,0.3281,,0.1865,,,,,,0.3067,,20260116.0,35.0,245.0,
AAT,175.0,,,19.93,1540913962.0,0.1901,47.0,0.1625,24.0,0.2095,33.0,0.2642,57.0,0.3189,65.0,0.2941,78.0,0.2755,82.0,0.2095,39.0,0.2642,61.0,0.3189,70.0,20260116.0,35.0,245.0,1.0
AAXJ,,,,85.02,,0.0907,12.0,0.0606,13.0,0.1605,40.0,0.1712,42.0,0.1818,48.0,0.2191,79.0,0.1307,86.0,0.1494,23.0,0.1666,17.0,0.1837,17.0,20251219.0,35.0,217.0,0.9731308411214954
AB,173.0,,,42.39,4692572932.0,0.1846,27.0,0.2028,26.0,0.2245,27.0,0.258,32.0,0.2916,42.0,0.3204,66.0,0.2802,53.0,0.2001,30.0,0.18,2.0,0.1599,1.0,20260116.0,35.0,245.0,0.6976744186046511
ABAT,257.0,,,2.88,266468854.0,1.2585,89.0,1.7962,97.0,1.5364,,1.5764,,1.6163,,1.0478,79.0,1.1047,96.0,1.1536,,1.2838,,1.4139,,20251219.0,35.0,217.0,0.8143872113676732
ABBV,179.0,,,188.52,333001735547.0,0.2269,63.0,0.1864,44.0,0.3265,91.0,0.3244,90.0,0.3224,87.0,0.2898,75.0,0.2876,87.0,0.2073,37.0,0.2586,42.0,0.3098,64.0,20270115.0,7.0,609.0,0.7971639950678174
ABCB,180.0,,,66.4,4575683600.0,0.1262,10.0,0.1737,9.0,0.3347,55.0,0.3206,46.0,0.3066,45.0,0.3253,67.0,0.2726,44.0,0.2373,7.0,0.2432,5.0,0.2491,7.0,20260116.0,35.0,245.0,0.7585776668746101
ABCL,152.0,,,4.92,1468546183.0,1.2126,99.0,1.1013,98.0,1.0826,93.0,1.0349,,0.9872,,0.8077,93.0,0.7542,93.0,0.8802,65.0,0.8677,,0.8552,,20260116.0,35.0,245.0,0.8384384964730893
ABEO,131.0,,,6.62,338657348.0,0.3688,12.0,0.4564,8.0,0.7655,21.0,0.7561,15.0,0.7467,13.0,0.6272,14.0,0.6695,14.0,0.9751,52.0,0.8609,36.0,0.7467,7.0,20251219.0,35.0,217.0,1.1386060044967596
ABEV,153.0,,,2.3,36701099681.0,0.3013,60.0,0.2031,30.0,0.3719,63.0,0.3676,52.0,0.3632,36.0,0.2795,40.0,0.2464,50.0,0.2268,15.0,0.2956,24.0,0.3645,30.0,20270115.0,35.0,609.0,0.8041349292709467
ABFL,,,,71.2,,0.0499,,0.0327,,0.1303,,0.1357,,0.1412,,0.239,,0.1506,,0.1362,,0.1552,,0.1742,,20251219.0,35.0,217.0,1.143699336772292
ABG,180.0,,,229.2,4505888580.0,0.3525,55.0,0.3171,51.0,0.4056,65.0,0.4234,69.0,0.4413,74.0,0.4249,63.0,0.3715,62.0,0.3542,42.0,0.3654,45.0,0.3765,51.0,20260116.0,35.0,245.0,0.863013698630137
ABL,264.0,,,5.28,516742005.0,0.3225,,0.3024,,0.7312,,0.7124,,0.6937,,0.627,,0.6573,,0.6094,,0.7759,,0.9424,,20270115.0,35.0,609.0,1.0891353172375071
ABM,139.0,,,47.11,2932974418.0,0.1468,21.0,0.1558,16.0,0.4311,82.0,0.3515,64.0,0.2719,42.0,0.3455,71.0,0.3199,78.0,0.3337,72.0,0.335,67.0,0.3363,66.0,20260116.0,35.0,245.0,0.9530583214793742
ABNB,166.0,,,142.16,87743001203.0,0.118,2.0,0.175,2.0,0.5539,73.0,0.5532,73.0,0.5526,73.0,0.4471,57.0,0.3379,50.0,0.3574,2.0,0.3661,2.0,0.3749,3.0,20270115.0,7.0,609.0,0.6617859725234996
