symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,182.0,,,118.3,33604889420.0,0.3285,73.0,0.2186,50.0,0.3618,75.0,0.3704,76.0,0.3789,78.0,0.3554,80.0,0.3016,79.0,0.2855,47.0,0.2942,48.0,0.303,47.0,20270115.0,35.0,609.0,0.7942764578833693
AA,217.0,,,31.95,8272334703.0,0.5907,84.0,0.4042,72.0,0.4454,64.0,0.4427,63.0,0.44,62.0,0.5675,82.0,0.4767,82.0,0.4358,67.0,0.451,69.0,0.4662,70.0,20270115.0,7.0,609.0,1.0187485882087193
AAAU,,,,33.47,,0.1079,,0.0692,,0.1333,,0.157,,0.1806,,0.1954,,0.0996,,0.1407,,0.1581,,0.1755,,20251219.0,35.0,217.0,1.0070063694267517
AACT,,,,11.4,705200556.0,0.0105,,0.0279,,,,,,,,0.0351,,0.0375,,,,,,,,,,,
AAL,216.0,,,13.15,8676750993.0,0.6104,87.0,0.3559,63.0,0.3971,55.0,0.392,53.0,0.3869,51.0,0.6586,93.0,0.4752,85.0,0.4256,62.0,0.4304,62.0,0.4351,57.0,20271217.0,7.0,945.0,1.0979591836734697
AAMI,202.0,,,51.18,1832853053.0,0.2877,,0.3511,,0.3088,,0.3895,,0.4702,,0.3836,,0.3479,,0.3088,,0.3046,,0.3003,,20260116.0,35.0,245.0,0.7820282413350449
AAOI,182.0,,,25.07,1563209747.0,1.4772,94.0,1.1277,94.0,0.9264,73.0,0.9281,73.0,0.9298,72.0,1.3154,93.0,1.0771,92.0,0.9955,88.0,1.0019,88.0,1.0082,86.0,20270115.0,7.0,609.0,1.0795172933951085
AAON,181.0,,,84.69,6904835521.0,0.4924,91.0,0.4072,89.0,0.4629,86.0,0.4947,89.0,0.5265,93.0,0.6042,94.0,0.5173,97.0,0.496,98.0,0.4884,98.0,0.4807,96.0,20260116.0,35.0,245.0,0.987265009096422
AAP,182.0,,,60.19,3610491049.0,0.3141,69.0,0.3417,82.0,0.4654,87.0,0.462,87.0,0.4585,86.0,0.8538,100.0,0.547,98.0,0.534,96.0,0.5256,94.0,0.5171,93.0,20270115.0,7.0,609.0,1.1376623376623376
AAPB,,,,24.69,,0.3284,36.0,0.2904,49.0,0.3822,26.0,0.4736,37.0,0.5651,66.0,0.7796,94.0,0.5937,95.0,0.3867,31.0,0.4599,44.0,0.5331,57.0,20260116.0,35.0,245.0,0.9710726351351352
AAPD,,,,15.69,,0.1622,28.0,0.15,33.0,,,,,,,0.4056,94.0,0.3124,95.0,,,,,,,20260116.0,35.0,245.0,
AAPL,209.0,,,229.31,3512776855559.0,0.1683,23.0,0.1556,22.0,0.2441,35.0,0.2424,34.0,0.2407,34.0,0.3952,81.0,0.3129,71.0,0.2465,20.0,0.2628,21.0,0.279,25.0,20271217.0,7.0,945.0,1.084158415841584
AAPU,,,,26.84,,0.3398,46.0,0.3063,49.0,0.4565,54.0,0.4416,37.0,0.4266,30.0,0.7769,94.0,0.61,95.0,0.4031,40.0,0.4531,38.0,0.5031,50.0,20260116.0,35.0,245.0,1.0260416666666667
