symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
A,120.0,,,118.62000274658203,,0.2199,45.0,0.2083,45.0,0.2693,44.0,0.2545,36.0,0.2397,28.0,0.341,76.0,0.2981,79.0,0.3049,60.0,0.3012,54.0,0.2975,42.0,20270115.0,35.0,609.0,1.1834970530451867
AA,155.0,,,28.170000076293945,,0.324,44.0,0.2719,37.0,0.429,61.0,0.4218,59.0,0.4145,57.0,0.548,79.0,0.4737,83.0,0.4776,76.0,0.4926,76.0,0.5077,78.0,20270115.0,7.0,609.0,1.1678520625889046
AAAU,,,,32.93000030517578,,0.1259,,0.0861,,0.1673,,0.1715,,0.1757,,0.1944,,0.1013,,0.1729,,0.1758,,0.1786,,20251219.0,35.0,217.0,1.025072886297376
AACT,,,,11.300000190734863,,0.0115,,0.0278,,,,,,,,0.0321,,0.0338,,,,,,,,,,,
AAL,154.0,,,11.0600004196167,,0.5077,78.0,0.4067,75.0,0.4255,65.0,0.4258,65.0,0.426,65.0,0.6016,90.0,0.4696,84.0,0.4806,77.0,0.4878,78.0,0.4949,78.0,20271217.0,7.0,945.0,1.1456082667919212
AAMI,140.0,,,33.310001373291016,,0.1843,,0.1889,,0.2814,,,,,,0.0,,0.0,,0.2721,,,,,,20260116.0,35.0,245.0,
AAOI,120.0,,,26.229999542236328,,1.3445,92.0,1.2982,97.0,1.1091,86.0,1.1006,86.0,1.0921,84.0,1.3747,95.0,1.1283,96.0,0.9616,86.0,0.9958,88.0,1.0301,89.0,20270115.0,7.0,609.0,0.9047792113392696
AAON,119.0,,,72.75,,0.1667,14.0,0.3838,86.0,0.4184,81.0,0.4354,82.0,0.4524,86.0,0.6705,99.0,0.4958,97.0,0.4741,99.0,0.4918,99.0,0.5095,100.0,20260116.0,35.0,245.0,1.1295360587965089
AAP,120.0,,,46.68000030517578,,0.6187,95.0,0.4073,91.0,0.4337,84.0,0.4392,85.0,0.4446,85.0,0.8723,100.0,0.528,98.0,0.5365,97.0,0.5295,95.0,0.5225,94.0,20270115.0,7.0,609.0,1.205601092896175
AAPB,,,,19.489999771118164,,0.3672,,0.2954,,0.492,,0.4886,,0.4852,,0.7936,,0.5987,,0.4985,,0.5432,,0.588,,20260116.0,35.0,245.0,1.111747851002865
AAPD,,,,17.81999969482422,,0.1794,,0.1557,,0.2626,,,,,,0.4122,,0.314,,0.223,,,,,,20260116.0,35.0,245.0,
AAPL,147.0,,,201.55999755859375,,0.1836,28.0,0.1567,22.0,0.2293,30.0,0.2262,28.0,0.2232,28.0,0.4022,83.0,0.3153,72.0,0.2704,30.0,0.2872,32.0,0.3039,41.0,20271217.0,7.0,945.0,1.2696728558797523
AAPU,,,,21.229999542236328,,0.3765,,0.3075,,0.4546,,0.4568,,0.4591,,0.7918,,0.6146,,0.422,,0.5002,,0.5784,,20260116.0,35.0,245.0,1.0950087565674256
AAPW,,,,35.32529830932617,,0.2112,,0.1567,,,,,,0.3727,,0.0,,0.0,,,,,,0.6044,,20251219.0,35.0,217.0,
AAPX,,,,18.31999969482422,,0.3762,,0.2769,,0.3944,,0.511,,0.6276,,0.8253,,0.5938,,0.4802,,0.5194,,0.5585,,20251219.0,35.0,217.0,1.0164383561643835
AAPY,,,,21.096099853515625,,0.212,,0.1359,,,,,,,,0.3488,,0.2021,,,,,,,,20260116.0,35.0,245.0,
AAT,142.0,,,19.34000015258789,,0.2488,67.0,0.2401,70.0,0.39,77.0,,,,,0.3007,79.0,0.2746,82.0,0.39,90.0,,,,,20260116.0,35.0,245.0,
AAXJ,,,,82.55999755859375,,0.1997,72.0,0.0859,44.0,0.1584,37.0,0.1654,37.0,0.1723,39.0,0.2248,81.0,0.1319,87.0,0.1614,35.0,0.1668,17.0,0.1723,7.0,20251219.0,35.0,217.0,1.008464328899637
AB,140.0,,,40.4900016784668,,0.1513,16.0,0.1699,12.0,0.1788,9.0,0.2522,28.0,0.3257,55.0,0.339,73.0,0.2902,60.0,0.1476,9.0,0.2542,32.0,0.3607,67.0,20260116.0,35.0,245.0,1.007930214115781
ABAT,224.0,,,1.2799999713897705,,0.4911,40.0,0.5911,53.0,1.1017,,0.9861,,0.8705,,1.2721,86.0,1.275,98.0,0.8804,,0.8754,,0.8705,,20251219.0,35.0,217.0,0.8877395801642836
ABBV,146.0,,,185.38999938964844,,0.1894,50.0,0.1791,39.0,0.2229,54.0,0.2171,45.0,0.2113,39.0,0.2852,73.0,0.2807,84.0,0.2869,94.0,0.2851,86.0,0.2833,40.0,20270115.0,7.0,609.0,1.3132197144173194
ABCB,147.0,,,63.150001525878906,,0.2071,35.0,0.191,16.0,0.2823,36.0,0.2835,32.0,0.2848,33.0,0.3311,70.0,0.2759,46.0,0.2703,34.0,0.2682,24.0,0.2661,19.0,20260116.0,35.0,245.0,0.946031746031746
ABCL,119.0,,,3.799999952316284,,0.9001,91.0,0.9666,97.0,1.0098,89.0,0.9884,,0.9671,,0.7767,93.0,0.7195,88.0,0.8165,52.0,0.8499,,0.8833,,20260116.0,35.0,245.0,0.8598745447187374
ABEO,98.0,,,5.980000019073486,,0.2867,5.0,0.4845,12.0,0.6928,12.0,,,,,0.6379,16.0,0.6722,14.0,0.6433,8.0,,,,,20251219.0,35.0,217.0,
ABEV,120.0,,,2.319999933242798,,0.2308,36.0,0.2191,40.0,0.2452,16.0,0.322,36.0,0.3987,53.0,0.2796,40.0,0.2512,51.0,0.2008,7.0,0.3584,46.0,0.516,77.0,20270115.0,35.0,609.0,1.1130434782608696
ABFL,,,,69.5199966430664,,0.1489,,0.0802,,0.1585,,0.1497,,0.1409,,0.2401,,0.1511,,0.1585,,0.1668,,0.175,,20251219.0,35.0,217.0,1.1142284569138277
ABG,147.0,,,240.72999572753906,,0.3305,50.0,0.204,9.0,0.3284,35.0,0.3196,30.0,0.3109,27.0,0.3989,57.0,0.3551,57.0,0.3521,41.0,0.3502,40.0,0.3482,38.0,20260116.0,35.0,245.0,1.0957446808510638
ABL,231.0,,,5.309999942779541,,0.578,,0.6526,,0.8906,,0.8078,,0.725,,0.5711,,0.6446,,0.4878,,0.7526,,1.0173,,20270115.0,35.0,609.0,0.9316662540232732
ABM,106.0,,,44.45000076293945,,0.2418,55.0,0.184,30.0,0.2838,51.0,0.2824,47.0,0.2809,45.0,0.343,71.0,0.3201,78.0,0.3091,66.0,0.2991,54.0,0.2891,47.0,20260116.0,35.0,245.0,1.0591359773371103
ABNB,133.0,,,129.6699981689453,,0.2393,17.0,0.2234,13.0,0.2727,6.0,0.2734,6.0,0.2741,7.0,0.456,57.0,0.3438,51.0,0.3736,10.0,0.3862,13.0,0.3989,12.0,20270115.0,7.0,609.0,1.4125822970007316
ABNY,,,,11.659299850463867,,0.167,,0.2088,,0.2585,,0.5104,,0.7622,,0.3727,,0.2524,,0.2585,,0.5104,,0.7622,,20260116.0,35.0,245.0,1.0
ABOS,226.0,,,1.2300000190734863,,0.5755,,0.7724,,,,,,,,0.7367,,0.8033,,,,,,,,20260116.0,35.0,245.0,
ABR,125.0,,,10.449999809265137,,0.2877,71.0,0.2612,70.0,0.3016,57.0,0.3498,60.0,0.3979,69.0,0.4227,89.0,0.4034,94.0,0.2133,59.0,0.4264,76.0,0.6395,85.0,20270115.0,7.0,609.0,1.218982275586049
