symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
ABNB,173.0,,,130.96,80830217576.0,0.344,40.0,0.2499,20.0,0.5864,77.0,0.5878,77.0,0.5893,77.0,0.4547,57.0,0.3393,50.0,0.365,5.0,0.3732,3.0,0.3813,4.0,20270115.0,7.0,609.0,0.6349098332766246
AMED,160.0,,,98.5,3239339950.0,0.1103,9.0,0.0964,6.0,0.1994,7.0,0.2591,10.0,0.3188,21.0,0.0895,3.0,0.0996,4.0,0.1146,6.0,0.1133,2.0,0.112,1.0,20270115.0,35.0,609.0,0.4372829023543033
BALL,182.0,,,57.61,16015580170.0,0.126,,0.1646,,0.4243,,0.4274,,0.4304,,0.26,,0.2444,,0.2984,,0.2954,,0.2924,,20270115.0,35.0,609.0,0.6911558259241928
CART,161.0,,,48.73,12705616820.0,0.3959,,0.288,,0.6027,,0.6046,,0.6064,,0.4617,,0.3796,,0.3611,,0.3757,,0.3903,,20270115.0,7.0,609.0,0.6214025802183261
CHRD,161.0,,,105.37,6088489499.0,0.3977,49.0,0.2666,54.0,0.4281,,0.4778,,0.5274,,0.5068,39.0,0.3865,91.0,0.26,,0.3379,,0.4158,,20261218.0,35.0,581.0,0.7071996651318543
CPAY,181.0,,,324.34,22863829098.0,0.2491,,0.2095,,0.3807,,0.3932,,0.4057,,0.4419,,0.3516,,0.2746,,0.2774,,0.2802,,20270115.0,35.0,609.0,0.7054933875890131
CSX,194.0,,,35.46,66107369363.0,0.2006,38.0,0.2349,63.0,0.2608,50.0,0.2534,46.0,0.246,42.0,0.2565,50.0,0.2269,54.0,0.2013,4.0,0.1922,1.0,0.1831,6.0,20270115.0,7.0,609.0,0.7584846093133386
EWC,,,,46.58,,0.1337,41.0,0.0838,16.0,0.1193,16.0,0.134,20.0,0.1486,27.0,0.1879,63.0,0.1563,62.0,0.0513,1.0,0.116,1.0,0.1806,17.0,20271217.0,35.0,945.0,0.8656716417910447
FLUT,154.0,,,303.91,53510956326.0,0.1587,,0.1746,,0.4211,,0.4274,,0.4336,,0.3972,,0.3294,,0.3257,,0.3277,,0.3297,,20270115.0,35.0,609.0,0.7667290594291062
GXO,174.0,,,48.47,5735115954.0,0.313,,0.2548,,0.46,,0.4578,,0.4557,,0.5025,,0.3758,,0.3481,,0.3606,,0.373,,20270115.0,35.0,609.0,0.7876802096985583
IBN,188.0,,,33.19,118991453352.0,0.1408,8.0,0.1002,8.0,0.204,8.0,0.2083,8.0,0.2126,8.0,0.2017,4.0,0.1328,13.0,0.1881,2.0,0.1878,1.0,0.1875,2.0,20270115.0,35.0,609.0,0.9015842534805568
INCY,176.0,,,78.04,15239339219.0,0.6624,84.0,0.4154,59.0,0.2703,5.0,0.2748,5.0,0.2792,5.0,0.3909,33.0,0.3464,32.0,0.2591,3.0,0.2626,3.0,0.2661,3.0,20270115.0,35.0,609.0,0.955604075691412
SGI,,,,74.12,15460319607.0,0.2347,10.0,0.2157,1.0,0.5005,35.0,0.5062,35.0,0.5119,36.0,0.0,1.0,0.0,1.0,0.326,1.0,0.3426,1.0,0.3593,1.0,20270115.0,35.0,609.0,0.6768075859344134
TKO,160.0,,,165.76,13550465814.0,0.1567,,0.1856,,0.4512,,0.456,,0.4608,,0.348,,0.3288,,0.3098,,0.3244,,0.339,,20270115.0,35.0,609.0,0.7114035087719298
ULS,166.0,,,73.04,14644447728.0,0.2611,,0.2142,,0.504,,0.5382,,0.5723,,0.3276,,0.3413,,0.3048,,0.3196,,0.3343,,20270115.0,35.0,609.0,0.5938312894834634
