symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
AMED,140.0,,,97.51,3200239266.0,0.095,8.0,0.0734,4.0,0.2998,18.0,0.2915,15.0,0.2833,13.0,0.0871,3.0,0.0995,4.0,0.0762,2.0,0.0995,1.0,0.1228,1.0,20270115.0,35.0,609.0,0.3413379073756433
BAC,181.0,,,46.15,347596270539.0,0.2105,47.0,0.157,28.0,0.3123,69.0,0.3178,70.0,0.3234,71.0,0.3316,70.0,0.2693,70.0,0.1935,14.0,0.2363,20.0,0.2791,40.0,20270617.0,7.0,762.0,0.7435494021397104
BHP,6538.0,,,50.37,128620806120.0,0.3548,72.0,0.2007,64.0,0.3376,69.0,0.405,82.0,0.4725,90.0,0.3192,57.0,0.2066,64.0,0.1971,21.0,0.262,15.0,0.3268,28.0,20270115.0,35.0,609.0,0.6469135802469136
CSX,174.0,,,33.48,62893853676.0,0.197,37.0,0.2096,51.0,0.3155,71.0,0.3202,72.0,0.3249,73.0,0.2592,52.0,0.2256,54.0,0.1918,2.0,0.2216,3.0,0.2515,22.0,20270115.0,7.0,609.0,0.6920674578388507
ELV,174.0,,,336.21,75961607109.0,0.1196,,0.1898,,0.7302,,0.7326,,0.7349,,0.3611,,0.3032,,0.3136,,0.3436,,0.3737,,20270115.0,35.0,609.0,0.469014469014469
FL,133.0,,,24.89,2375618624.0,0.1338,8.0,0.1232,1.0,0.3223,37.0,0.3098,31.0,0.2973,27.0,1.0623,100.0,0.5046,93.0,0.0931,1.0,0.2094,1.0,0.3256,33.0,20270115.0,7.0,609.0,0.6759199483537766
HES,168.0,,,148.62,46317271669.0,0.3484,57.0,0.2418,32.0,0.3768,64.0,0.4051,72.0,0.4334,78.0,0.3419,45.0,0.271,28.0,0.2178,5.0,0.2664,9.0,0.315,20.0,20270115.0,7.0,609.0,0.6576154036040485
INCY,156.0,,,68.63,13284708568.0,0.3417,43.0,0.2435,14.0,0.5003,51.0,0.4131,28.0,0.3259,12.0,0.3562,25.0,0.3377,28.0,0.2751,4.0,0.2792,4.0,0.2834,4.0,20270115.0,35.0,609.0,0.6758654078915517
KDP,141.0,,,32.83,44582586211.0,0.1224,23.0,0.1706,52.0,0.2683,82.0,0.2852,87.0,0.3021,89.0,0.207,55.0,0.2089,72.0,0.1655,16.0,0.1982,11.0,0.2309,26.0,20270115.0,35.0,609.0,0.6949509116409537
KMI,175.0,,,27.89,61993051712.0,0.1634,35.0,0.1759,43.0,0.2819,78.0,0.29,77.0,0.298,75.0,0.3016,81.0,0.2747,82.0,0.1636,30.0,0.2139,19.0,0.2642,24.0,20270115.0,7.0,609.0,0.7375862068965517
NFLX,176.0,,,1251.64,532661702687.0,0.2268,18.0,0.2288,15.0,0.5451,75.0,0.5461,73.0,0.5471,72.0,0.3653,18.0,0.319,28.0,0.3643,19.0,0.3757,16.0,0.3871,19.0,20271217.0,7.0,945.0,0.687969236403589
NVS,166.0,,,118.41,233870419817.0,0.1757,61.0,0.1343,77.0,0.4293,99.0,0.3648,97.0,0.3004,91.0,0.2354,86.0,0.1597,89.0,0.1628,46.0,0.1984,60.0,0.2339,61.0,20270115.0,35.0,609.0,0.5438596491228069
OZK,181.0,,,50.91,5733433273.0,0.3385,57.0,0.2661,42.0,0.5483,90.0,0.56,90.0,0.5718,89.0,0.3761,55.0,0.3238,63.0,0.2539,10.0,0.3017,9.0,0.3495,22.0,20270115.0,35.0,609.0,0.53875
PPL,153.0,,,35.17,25996219237.0,0.1502,45.0,0.2484,86.0,0.2269,77.0,0.2337,76.0,0.2405,75.0,0.2042,64.0,0.199,70.0,0.1024,12.0,0.1538,8.0,0.2051,33.0,20270115.0,35.0,609.0,0.6581086863500214
RF,180.0,,,24.12,21686685864.0,0.1861,32.0,0.183,28.0,0.2604,42.0,0.3372,64.0,0.4139,76.0,0.3333,60.0,0.3073,68.0,0.1921,20.0,0.2431,23.0,0.2941,33.0,20270115.0,35.0,609.0,0.7209371293001187
RSP,,,,181.99,,0.1162,45.0,0.0961,45.0,0.2217,80.0,0.225,78.0,0.2282,76.0,0.2157,78.0,0.1746,76.0,0.1523,44.0,0.1528,30.0,0.1532,14.0,20270115.0,7.0,609.0,0.6791111111111111
SCHW,176.0,,,91.69,166607062128.0,0.1601,13.0,0.1362,2.0,0.363,77.0,0.3647,77.0,0.3663,76.0,0.2866,45.0,0.2644,57.0,0.2432,6.0,0.272,16.0,0.3009,32.0,20270617.0,7.0,762.0,0.745818480943241
SKX,160.0,,,63.09,9438453798.0,0.0129,1.0,0.0311,1.0,0.076,1.0,0.0819,1.0,0.0878,1.0,0.5656,77.0,0.387,62.0,0.0505,1.0,0.0566,1.0,0.0628,1.0,20270115.0,35.0,609.0,0.6910866910866911
SPR,138.0,,,40.8,4786615110.0,0.2067,28.0,0.206,27.0,0.501,76.0,0.3704,50.0,0.2397,12.0,0.298,38.0,0.2559,33.0,0.2564,14.0,0.2653,16.0,0.2743,18.0,20270115.0,35.0,609.0,0.7162526997840172
STNG,154.0,,,44.35,2262572827.0,0.6291,83.0,0.5186,75.0,0.6273,73.0,0.609,70.0,0.5907,64.0,0.4807,51.0,0.4184,42.0,0.3495,10.0,0.3972,15.0,0.4449,21.0,20270115.0,35.0,609.0,0.6522167487684729
XLB,,,,88.86,,0.1682,51.0,0.1255,39.0,0.2428,71.0,0.3842,93.0,0.5255,98.0,0.2403,74.0,0.1921,74.0,0.1841,44.0,0.1928,32.0,0.2014,15.0,20270115.0,7.0,608.0,0.5018219677251432
XLI,7366.0,,,149.71,,0.089,18.0,0.0873,16.0,0.2667,83.0,0.2548,79.0,0.2429,75.0,0.2348,82.0,0.1889,79.0,0.1134,2.0,0.1114,1.0,0.1094,1.0,20270115.0,7.0,608.0,0.4372056514913657
