symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
AMED,128.0,,,96.48,3166435118.0,0.1353,11.0,0.0727,4.0,0.1828,6.0,0.1996,7.0,0.2165,7.0,0.0849,3.0,0.1001,4.0,0.0827,3.0,0.1114,2.0,0.14,2.0,20270115.0,35.0,609.0,0.5581162324649298
ELV,162.0,,,346.11,78198362309.0,0.8528,,0.2378,,0.4918,,0.487,,0.4823,,0.3718,,0.3012,,0.3143,,0.3389,,0.3636,,20270115.0,35.0,609.0,0.6958932238193019
EXEL,143.0,,,43.76,11935065454.0,0.5903,73.0,0.4811,60.0,0.4566,23.0,0.5565,42.0,0.6564,63.0,0.4674,39.0,0.3864,27.0,0.3714,7.0,0.3783,7.0,0.3852,8.0,20270115.0,35.0,609.0,0.6797843665768195
OZK,169.0,,,50.36,5671492909.0,0.3052,49.0,0.2465,32.0,0.3205,37.0,0.3819,57.0,0.4433,70.0,0.3807,57.0,0.3256,63.0,0.2843,28.0,0.2814,4.0,0.2784,1.0,20270115.0,35.0,609.0,0.7368421052631579
XLB,,,,90.35,,0.1816,57.0,0.132,44.0,0.2657,76.0,0.235,67.0,0.2044,54.0,0.2404,74.0,0.1929,74.0,0.1744,35.0,0.1758,12.0,0.1773,3.0,20270115.0,7.0,608.0,0.7480851063829789
XLP,7689.0,,,82.06,,0.1263,66.0,0.0994,55.0,0.3137,97.0,0.2731,95.0,0.2325,90.0,0.1638,84.0,0.1448,85.0,0.1152,32.0,0.1269,11.0,0.1386,7.0,20270115.0,7.0,608.0,0.4646649578908824
XLRE,,,,41.4,,0.1814,68.0,0.1563,67.0,0.3449,89.0,0.3102,83.0,0.2755,77.0,0.2031,77.0,0.193,82.0,0.1525,44.0,0.1698,36.0,0.1871,37.0,20270115.0,35.0,608.0,0.5473887814313347
XLV,7444.0,,,134.26,,0.1281,55.0,0.1294,65.0,0.2572,93.0,0.2506,92.0,0.2441,90.0,0.1954,84.0,0.1721,84.0,0.1629,53.0,0.1636,34.0,0.1642,11.0,20270115.0,7.0,608.0,0.6528332003192339
XME,,,,68.89,,0.3206,60.0,0.1673,13.0,0.5272,88.0,0.4786,83.0,0.4301,75.0,0.3277,57.0,0.2809,56.0,0.2714,28.0,0.2502,6.0,0.2289,1.0,20270115.0,35.0,608.0,0.5227747597158378
ZK,106.0,,,26.01,6611663820.0,0.239,,0.2408,,0.4649,,0.4,,0.3351,,0.6431,,0.5556,,0.1381,,0.2366,,0.3351,,20270115.0,35.0,608.0,0.5915
