symbol,next_report_days,next_report_date,current_price,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
BILL,82.0,2026-02-04,50.35,0.8343,81.0,0.4599,45.0,0.4708,27.0,0.4855,31.0,0.5002,36.0,0.4754,15.0,0.3703,7.0,0.3826,1.0,0.3861,1.0,0.3896,1.0,20270115.0,7.0,609.0,0.7952626158599382
XLC,,,111.33,0.1415,39.0,0.0986,16.0,0.209,40.0,0.1939,30.0,0.1788,21.0,0.1281,7.0,0.1051,7.0,0.1722,11.0,0.196,11.0,0.2199,18.0,20270115.0,7.0,608.0,1.0108303249097474
