symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
AMED,143.0,,,97.46,3198598186.0,0.0562,5.0,0.0552,2.0,0.1297,4.0,0.146,4.0,0.1623,4.0,0.0871,3.0,0.0993,4.0,0.0588,1.0,0.0906,1.0,0.1225,1.0,20270115.0,35.0,609.0,0.6205479452054795
BSX,164.0,,,103.64,153330195439.0,0.1581,21.0,0.1973,32.0,0.3714,71.0,0.3767,72.0,0.3819,74.0,0.2695,39.0,0.2574,56.0,0.25,11.0,0.2649,15.0,0.2797,26.0,20270617.0,7.0,762.0,0.7032121051234405
BYD,163.0,,,82.14,6686450913.0,0.5112,79.0,0.3226,52.0,0.3235,27.0,0.368,42.0,0.4124,54.0,0.3278,32.0,0.2879,33.0,0.2251,1.0,0.2558,1.0,0.2864,4.0,20271217.0,35.0,945.0,0.695108695652174
CSX,177.0,,,34.39,64603333904.0,0.2749,65.0,0.253,70.0,0.2812,57.0,0.2791,57.0,0.277,57.0,0.2631,55.0,0.2271,54.0,0.2348,18.0,0.2087,1.0,0.1826,6.0,20270115.0,7.0,609.0,0.7477606592619133
FI,164.0,,,165.74,91891891554.0,0.2161,24.0,0.1826,16.0,0.4938,81.0,0.4884,81.0,0.483,71.0,0.4943,75.0,0.3285,30.0,0.3175,30.0,0.3232,24.0,0.3289,25.0,20270115.0,7.0,609.0,0.6617526617526617
FL,136.0,,,25.17,2402343207.0,0.1571,12.0,0.1388,2.0,0.7403,94.0,0.699,92.0,0.6578,91.0,1.0613,100.0,0.5013,93.0,0.098,1.0,0.1888,1.0,0.2795,13.0,20270115.0,7.0,609.0,0.2701001430615165
NSC,171.0,,,276.66,62371337866.0,0.293,70.0,0.1967,43.0,0.3117,75.0,0.3202,76.0,0.3288,77.0,0.2838,64.0,0.24,63.0,0.175,1.0,0.207,1.0,0.239,9.0,20270115.0,7.0,609.0,0.6464709556527171
VRNA,142.0,,,104.9,8914286320.0,0.0148,1.0,0.025,1.0,0.0492,1.0,0.0965,1.0,0.1438,1.0,0.5644,47.0,0.5299,16.0,0.0775,1.0,0.0708,1.0,0.064,1.0,20270115.0,35.0,609.0,0.7336787564766839
XLB,,,,90.22,,0.1554,45.0,0.1223,36.0,0.2468,72.0,0.2705,76.0,0.2942,79.0,0.2397,74.0,0.1919,74.0,0.1706,32.0,0.1834,19.0,0.1961,11.0,20270115.0,7.0,608.0,0.6780036968576709
XLC,,,,106.19,,0.1086,20.0,0.0904,10.0,0.343,82.0,0.3452,81.0,0.3474,80.0,0.2314,68.0,0.1968,76.0,0.1881,30.0,0.2029,18.0,0.2177,14.0,20270115.0,7.0,608.0,0.5877752027809965
XLI,7369.0,,,151.46,,0.0953,22.0,0.0941,23.0,0.215,71.0,0.2363,75.0,0.2576,78.0,0.2344,82.0,0.189,79.0,0.1629,39.0,0.1597,10.0,0.1565,1.0,20270115.0,7.0,608.0,0.6758358019466779
XLU,,,,83.75,,0.1294,48.0,0.1346,52.0,0.1324,39.0,0.1943,75.0,0.2562,87.0,0.1856,77.0,0.1773,77.0,0.1414,50.0,0.1426,8.0,0.1439,3.0,20271217.0,7.0,944.0,0.7339166237776634
ZK,121.0,,,30.07,7703121791.0,0.2803,,0.3214,,0.1839,,0.4202,,0.6565,,0.6366,,0.5408,,0.1839,,0.2828,,0.3817,,20270115.0,35.0,608.0,0.6730128510233222
