symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
ACI,188.0,,,22.13,12554370477.0,0.2958,33.0,0.2072,13.0,0.2729,8.0,0.3263,14.0,0.3797,30.0,0.2866,14.0,0.2416,13.0,0.2073,4.0,0.2253,1.0,0.2433,1.0,20270115.0,7.0,609.0,0.6904688936561447
AMED,139.0,,,97.79,3209428714.0,0.0889,8.0,0.0771,4.0,0.1074,3.0,0.1987,7.0,0.29,14.0,0.087,3.0,0.0996,4.0,0.039,1.0,0.0805,1.0,0.122,1.0,20270115.0,35.0,609.0,0.4051333668847509
BEN,165.0,,,24.85,13059196852.0,0.1673,21.0,0.1476,13.0,0.3275,75.0,0.4098,90.0,0.492,95.0,0.363,78.0,0.318,83.0,0.0878,1.0,0.1921,1.0,0.2964,56.0,20270115.0,35.0,609.0,0.4687652513421181
CSX,173.0,,,33.98,64235112622.0,0.1702,26.0,0.2008,46.0,0.3295,74.0,0.3252,73.0,0.3209,72.0,0.2585,51.0,0.2252,53.0,0.1968,3.0,0.2236,3.0,0.2504,22.0,20270115.0,7.0,609.0,0.6875768757687577
ELV,173.0,,,340.07,76833719825.0,0.1121,,0.1983,,0.623,,0.6262,,0.6294,,0.361,,0.3028,,0.3122,,0.344,,0.3757,,20270115.0,35.0,609.0,0.5493452571063557
FXY,,,,62.32,,0.0671,39.0,0.0325,25.0,0.1684,95.0,0.1382,87.0,0.108,60.0,0.1171,76.0,0.0622,75.0,0.0353,1.0,0.0793,17.0,0.1233,51.0,20270115.0,35.0,609.0,0.5738060781476122
HES,167.0,,,149.45,46575940903.0,0.3416,56.0,0.2405,31.0,0.5246,90.0,0.5399,91.0,0.5552,92.0,0.3423,45.0,0.2711,28.0,0.2209,6.0,0.2711,11.0,0.3213,23.0,20270115.0,7.0,609.0,0.502130024078533
KMI,174.0,,,28.32,62948843456.0,0.1445,27.0,0.1666,37.0,0.2784,77.0,0.2924,77.0,0.3063,77.0,0.3024,81.0,0.2752,82.0,0.1615,28.0,0.2148,20.0,0.2682,25.0,20270115.0,7.0,609.0,0.7346101231190151
NFLX,175.0,,,1261.95,537049312766.0,0.2414,21.0,0.2233,14.0,0.542,74.0,0.547,73.0,0.5519,72.0,0.3661,19.0,0.3192,28.0,0.3616,17.0,0.3742,15.0,0.3867,19.0,20271217.0,7.0,945.0,0.6840950639853747
OZK,180.0,,,52.55,5918128364.0,0.2281,24.0,0.2415,28.0,0.5238,88.0,0.5297,88.0,0.5357,85.0,0.3781,56.0,0.3244,63.0,0.2136,1.0,0.275,3.0,0.3365,15.0,20270115.0,35.0,609.0,0.5191617896922788
SCHW,175.0,,,92.7,168433111972.0,0.1362,8.0,0.1327,2.0,0.3693,79.0,0.3688,78.0,0.3682,77.0,0.2861,45.0,0.2649,57.0,0.2482,10.0,0.2756,20.0,0.303,34.0,20270617.0,7.0,762.0,0.7472885032537961
STNG,153.0,,,45.59,2325833125.0,0.5796,78.0,0.5113,73.0,0.6764,82.0,0.6672,81.0,0.658,78.0,0.4792,50.0,0.4182,42.0,0.341,8.0,0.3969,15.0,0.4527,23.0,20270115.0,35.0,609.0,0.5948741007194244
UL,4737.0,,,60.97,151339740932.0,0.1153,27.0,0.0761,20.0,0.1916,57.0,0.1976,56.0,0.2036,53.0,0.2136,69.0,0.1203,63.0,0.0712,1.0,0.1414,1.0,0.2116,47.0,20270115.0,35.0,609.0,0.7155870445344129
XLRE,,,,41.85,,0.0747,8.0,0.1147,34.0,0.3311,87.0,0.3375,87.0,0.3438,87.0,0.197,74.0,0.1916,82.0,0.1587,47.0,0.1696,36.0,0.1804,33.0,20270115.0,35.0,608.0,0.5025185185185185
