symbol,next_report_days,next_report_date,current_price,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
SGI,90.0,2026-02-18,84.64,0.2782,17.0,0.2869,8.0,0.4076,17.0,0.368,6.0,0.3285,3.0,0.2832,4.0,0.2348,6.0,0.3568,6.0,0.3438,3.0,0.3308,1.0,20270115.0,35.0,609.0,0.9342391304347826
TXNM,91.0,2026-02-19,57.79,0.0441,8.0,0.0434,5.0,0.1033,,0.1316,,0.1599,19.0,0.044,2.0,0.0501,2.0,0.068,,0.1184,,0.1688,21.0,20270115.0,35.0,609.0,0.899696048632219
