symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
ABNB,166.0,,,142.16,87743001203.0,0.118,2.0,0.175,2.0,0.5539,73.0,0.5532,73.0,0.5526,73.0,0.4471,57.0,0.3379,50.0,0.3574,2.0,0.3661,2.0,0.3749,3.0,20270115.0,7.0,609.0,0.6617859725234996
AMED,153.0,,,96.91,3180547556.0,0.0729,7.0,0.0729,4.0,0.2742,13.0,0.2376,8.0,0.2011,6.0,0.0881,3.0,0.0995,4.0,0.0655,1.0,0.0979,1.0,0.1302,1.0,20270115.0,35.0,609.0,0.412037037037037
BALL,175.0,,,58.68,16278887386.0,0.2042,,0.1748,,0.3432,,0.3504,,0.3576,,0.2789,,0.2466,,0.2374,,0.2728,,0.3081,,20270115.0,35.0,609.0,0.7785388127853882
BIRK,159.0,,,51.15,9406792181.0,0.2997,,0.2488,,0.5471,,0.5498,,0.5526,,0.4005,,0.4201,,0.4035,,0.3999,,0.3963,,20270115.0,35.0,609.0,0.7273554019643507
BOX,147.0,,,32.87,4759970285.0,0.0976,2.0,0.1346,1.0,0.2205,5.0,0.2972,19.0,0.374,45.0,0.3194,31.0,0.2363,21.0,0.2547,2.0,0.2803,3.0,0.3059,6.0,20270115.0,35.0,609.0,0.943135935397039
CPAY,174.0,,,333.46,23506728562.0,0.299,,0.2637,,0.3599,,0.348,,0.3362,,0.4401,,0.3502,,0.2745,,0.2776,,0.2807,,20270115.0,35.0,609.0,0.7977011494252875
EWC,,,,46.72,,0.0764,12.0,0.0634,5.0,0.1235,19.0,0.1311,17.0,0.1387,19.0,0.1902,64.0,0.159,64.0,0.0625,1.0,0.1224,2.0,0.1823,18.0,20271217.0,35.0,945.0,0.9336384439359268
EXEL,168.0,,,44.39,12105507954.0,0.2722,21.0,0.2697,12.0,0.645,64.0,0.7124,74.0,0.7797,81.0,0.4303,31.0,0.3695,21.0,0.3142,2.0,0.3518,4.0,0.3893,8.0,20270115.0,35.0,609.0,0.4938236945536215
GEHC,166.0,,,77.74,35595978300.0,0.271,,0.2247,,0.5034,,0.4908,,0.4783,,0.4385,,0.3137,,0.3092,,0.3194,,0.3295,,20270115.0,7.0,609.0,0.6507742461287693
GFS,168.0,,,40.68,22573901038.0,0.2321,,0.2607,,0.5232,,0.52,,0.5167,,0.5158,,0.4423,,0.3758,,0.3928,,0.4097,,20270115.0,35.0,609.0,0.7553846153846153
INCY,169.0,,,70.16,13580871909.0,0.2456,23.0,0.1956,6.0,0.3625,19.0,0.3394,14.0,0.3163,10.0,0.3588,25.0,0.3359,28.0,0.2666,3.0,0.2651,3.0,0.2636,2.0,20270115.0,35.0,609.0,0.7810842663523866
LIN,173.0,,,467.46,220044637018.0,0.1223,10.0,0.1513,19.0,0.2189,42.0,0.2201,38.0,0.2213,41.0,0.2199,26.0,0.1986,28.0,0.1658,4.0,0.1923,1.0,0.2188,8.0,20270115.0,35.0,609.0,0.8736937755565652
META,181.0,,,717.63,1804358730552.0,0.1355,,0.1552,,0.4737,,0.4738,,0.474,,0.4153,,0.3362,,0.3294,,0.3464,,0.3633,,20271217.0,7.0,945.0,0.7311101730688053
SGI,,,,74.78,15597985447.0,0.1515,2.0,0.171,1.0,0.4125,16.0,0.422,17.0,0.4316,19.0,0.0,1.0,0.0,1.0,0.3242,1.0,0.3418,1.0,0.3593,1.0,20270115.0,35.0,609.0,0.8099526066350711
SKX,173.0,,,63.1,9439949577.0,0.0212,1.0,0.0219,1.0,0.0557,1.0,0.0576,1.0,0.0595,1.0,0.556,75.0,0.3781,59.0,0.0557,1.0,0.0557,1.0,0.0557,1.0,20270115.0,35.0,609.0,0.967013888888889
SPR,151.0,,,41.6,4880470221.0,0.1769,19.0,0.1733,14.0,0.1979,4.0,0.2578,16.0,0.3177,34.0,0.2986,38.0,0.2564,33.0,0.2298,3.0,0.2451,7.0,0.2604,11.0,20270115.0,35.0,609.0,0.9507370054305664
SW,167.0,,,48.53,25333289865.0,0.3089,,0.2521,,0.4324,,0.4867,,0.541,,0.4283,,0.3334,,0.2735,,0.3424,,0.4112,,20270115.0,35.0,609.0,0.7035134579823299
TKO,153.0,,,170.74,13957569282.0,0.1597,,0.2038,,0.4106,,0.4059,,0.4012,,0.348,,0.3311,,0.3081,,0.3239,,0.3398,,20270115.0,35.0,609.0,0.797979797979798
ULS,159.0,,,70.03,14040945285.0,0.0783,,0.1413,,0.4683,,0.4794,,0.4904,,0.3262,,0.3411,,0.3154,,0.3252,,0.335,,20270115.0,35.0,609.0,0.6783479349186483
WMG,173.0,,,31.04,16180128406.0,0.1364,6.0,0.184,15.0,0.4973,84.0,0.4648,75.0,0.4323,64.0,0.2915,19.0,0.272,70.0,0.1913,2.0,0.2308,1.0,0.2704,1.0,20270115.0,35.0,608.0,0.4965576592082616
