symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
ALNY,159.0,,,320.52,41791960328.0,0.315,30.0,0.2537,6.0,0.4655,37.0,0.4556,31.0,0.4458,28.0,0.453,34.0,0.4318,42.0,0.3978,7.0,0.3996,7.0,0.4014,7.0,20270115.0,35.0,609.0,0.8770851624231782
AMED,146.0,,,97.71,3206803086.0,0.0577,5.0,0.0545,2.0,0.1138,3.0,0.1344,3.0,0.1551,3.0,0.0871,3.0,0.0992,4.0,0.0718,2.0,0.0967,1.0,0.1216,1.0,20270115.0,35.0,609.0,0.7194940476190477
BYD,166.0,,,82.56,6720640068.0,0.4998,78.0,0.2874,41.0,0.3287,28.0,0.3372,31.0,0.3457,33.0,0.3271,32.0,0.2876,32.0,0.213,1.0,0.2534,1.0,0.2937,6.0,20271217.0,35.0,945.0,0.7514827995255042
ERX,,,,51.5,,0.2544,9.0,0.3184,17.0,0.3902,14.0,0.3956,13.0,0.4011,13.0,0.6213,57.0,0.4892,52.0,0.3159,5.0,0.391,5.0,0.4662,5.0,20270115.0,35.0,609.0,0.9883720930232558
EXEL,161.0,,,44.26,12070055622.0,0.2735,21.0,0.2307,7.0,0.4133,13.0,0.4235,13.0,0.4337,15.0,0.4616,38.0,0.384,26.0,0.2988,1.0,0.3361,3.0,0.3734,6.0,20270115.0,35.0,609.0,0.793624557260921
GEHC,159.0,,,74.16,33956752684.0,0.2216,,0.1907,,0.5012,,0.4913,,0.4814,,0.4362,,0.3123,,0.3219,,0.3173,,0.3127,,20270115.0,7.0,609.0,0.6458375737838389
INCY,162.0,,,67.38,13042746068.0,0.284,30.0,0.2202,10.0,0.3027,9.0,0.3226,11.0,0.3425,15.0,0.356,25.0,0.3372,28.0,0.266,3.0,0.275,3.0,0.2841,4.0,20270115.0,35.0,609.0,0.8524488530688159
META,174.0,,,712.97,1792629435826.0,0.1649,,0.1737,,0.4994,,0.4948,,0.4903,,0.4182,,0.3421,,0.3397,,0.354,,0.3683,,20271217.0,7.0,945.0,0.7154405820533548
NSC,174.0,,,277.38,62533657821.0,0.2942,70.0,0.1855,37.0,0.2941,69.0,0.3134,74.0,0.3327,78.0,0.2815,63.0,0.239,63.0,0.1718,1.0,0.2036,1.0,0.2353,7.0,20270115.0,7.0,609.0,0.6496490108487556
RS,153.0,,,339.04,17829469873.0,0.2199,36.0,0.1923,21.0,0.2572,28.0,0.2712,32.0,0.2853,37.0,0.256,21.0,0.2624,47.0,0.2112,3.0,0.2367,5.0,0.2622,11.0,20261218.0,35.0,581.0,0.872787610619469
SGI,,,,73.84,15401915045.0,0.2953,19.0,0.2466,2.0,0.3863,9.0,0.4028,11.0,0.4193,16.0,0.0,1.0,0.0,1.0,0.3158,1.0,0.3361,1.0,0.3564,1.0,20270115.0,35.0,609.0,0.8344091360476664
SKX,166.0,,,63.21,9456405999.0,0.0153,1.0,0.0232,1.0,0.0446,1.0,0.059,1.0,0.0733,1.0,0.559,76.0,0.3821,61.0,0.0446,1.0,0.0532,1.0,0.0617,1.0,20270115.0,35.0,609.0,0.9016949152542372
ULS,152.0,,,70.01,14036935978.0,0.1768,,0.1889,,0.4654,,0.457,,0.4487,,0.3271,,0.3426,,0.3135,,0.331,,0.3485,,20270115.0,35.0,609.0,0.7242888402625821
VICI,152.0,,,32.75,34607253024.0,0.1066,16.0,0.1266,10.0,0.1962,34.0,0.1962,26.0,0.1962,17.0,0.2025,52.0,0.2048,59.0,0.0936,4.0,0.1521,1.0,0.2106,9.0,20270115.0,35.0,609.0,0.7752293577981652
