symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
ABNB,168.0,,,134.75,83169450672.0,0.2835,27.0,0.2468,19.0,0.5758,76.0,0.5766,76.0,0.5775,76.0,0.4507,57.0,0.3394,50.0,0.3631,4.0,0.3702,3.0,0.3774,3.0,20270115.0,7.0,609.0,0.6420395421436004
ALNY,168.0,,,339.8,44305840808.0,0.2061,8.0,0.234,3.0,0.4805,43.0,0.4638,34.0,0.447,28.0,0.4521,34.0,0.4271,40.0,0.3955,7.0,0.3972,6.0,0.3989,6.0,20270115.0,35.0,609.0,0.8564036222509702
AMED,155.0,,,98.69,3238966404.0,0.1107,9.0,0.0856,5.0,0.0924,2.0,0.1736,5.0,0.2548,9.0,0.0899,3.0,0.0993,4.0,0.0281,1.0,0.0706,1.0,0.1132,1.0,20270115.0,35.0,609.0,0.4066820276497696
BALL,177.0,,,58.09,16115210733.0,0.2177,,0.1788,,0.3553,,0.3562,,0.3572,,0.2788,,0.246,,0.2364,,0.259,,0.2816,,20270115.0,35.0,609.0,0.7271195957327344
BMRN,162.0,,,58.81,11278346823.0,0.3181,50.0,0.2349,22.0,0.4105,50.0,0.4097,47.0,0.409,47.0,0.3453,43.0,0.3141,42.0,0.3156,7.0,0.3199,7.0,0.3243,8.0,20270115.0,35.0,609.0,0.780815230656578
CART,156.0,,,46.86,12218042634.0,0.2616,,0.2482,,0.6239,,0.6184,,0.613,,0.4575,,0.382,,0.3682,,0.3735,,0.3788,,20270115.0,7.0,609.0,0.6039780077619664
CPAY,176.0,,,329.16,23203607802.0,0.2984,,0.2825,,0.3743,,0.3716,,0.3689,,0.4394,,0.351,,0.2744,,0.2792,,0.2841,,20270115.0,35.0,609.0,0.7513455328310011
CRBG,169.0,,,35.15,19322132432.0,0.2244,,0.1695,,0.3821,,0.3774,,0.3728,,0.4317,,0.3533,,0.2159,,0.2809,,0.3459,,20270115.0,35.0,609.0,0.7443031266560678
CSX,189.0,,,35.29,65790445165.0,0.2171,45.0,0.2501,69.0,0.2433,41.0,0.2511,45.0,0.2589,48.0,0.2557,49.0,0.2269,54.0,0.2169,8.0,0.201,1.0,0.1851,7.0,20270115.0,7.0,609.0,0.8004778972520908
ERX,,,,54.51,,0.3149,15.0,0.2417,3.0,0.3759,11.0,0.4353,22.0,0.4947,32.0,0.6219,57.0,0.4877,52.0,0.3389,7.0,0.3955,5.0,0.4522,4.0,20270115.0,35.0,609.0,0.908568803124282
EWC,,,,46.38,,0.0912,18.0,0.07,8.0,0.113,12.0,0.1246,12.0,0.1361,18.0,0.1905,64.0,0.1588,63.0,0.0592,1.0,0.1164,1.0,0.1737,13.0,20271217.0,35.0,945.0,0.9341894060995184
INCY,171.0,,,77.55,15011354091.0,0.5776,78.0,0.3787,50.0,0.3097,10.0,0.3628,18.0,0.416,28.0,0.385,31.0,0.345,31.0,0.2437,2.0,0.2499,2.0,0.2561,2.0,20270115.0,35.0,609.0,0.6888092613009923
K,175.0,,,79.8,27685733897.0,0.05,5.0,0.0332,2.0,0.0937,2.0,0.1458,18.0,0.1979,59.0,0.0564,1.0,0.0538,1.0,0.0686,2.0,0.1017,3.0,0.1349,3.0,20270115.0,35.0,609.0,0.6975308641975307
MELI,161.0,,,2381.39,120730275940.0,0.1215,3.0,0.1539,1.0,0.5932,80.0,0.5932,80.0,0.5931,80.0,0.3687,22.0,0.3383,32.0,0.3637,8.0,0.3782,9.0,0.3927,12.0,20270617.0,7.0,762.0,0.6375590020229265
META,183.0,,,695.21,1747987492410.0,0.1966,,0.1992,,0.4936,,0.4896,,0.4856,,0.4164,,0.3349,,0.3282,,0.3463,,0.3644,,20271217.0,7.0,945.0,0.707312091503268
MTCH,177.0,,,34.3,8411217039.0,0.2326,18.0,0.2162,4.0,0.6283,89.0,0.6291,88.0,0.6299,87.0,0.3742,23.0,0.3347,20.0,0.3214,6.0,0.3512,4.0,0.3809,5.0,20270115.0,7.0,609.0,0.5582578286440948
SGI,,,,72.77,15178729168.0,0.2001,6.0,0.2045,1.0,0.4451,24.0,0.4333,19.0,0.4215,16.0,0.0,1.0,0.0,1.0,0.3275,1.0,0.3436,1.0,0.3597,1.0,20270115.0,35.0,609.0,0.7929840756981307
SHEL,182.0,,,71.72,209780282928.0,0.2217,,0.1096,,0.2459,,0.3218,,0.3976,,0.2733,,0.1963,,0.1379,,0.2038,,0.2697,,20270115.0,7.0,609.0,0.6333126165320075
SKX,175.0,,,63.25,9462390256.0,0.0195,1.0,0.0239,1.0,0.0462,1.0,0.0663,1.0,0.0865,1.0,0.5552,75.0,0.3771,59.0,0.0462,1.0,0.054,1.0,0.0617,1.0,20270115.0,35.0,609.0,0.8144796380090498
TKO,155.0,,,167.81,13718048447.0,0.1623,,0.1926,,0.4226,,0.42,,0.4174,,0.3484,,0.3308,,0.3099,,0.3262,,0.3424,,20270115.0,35.0,609.0,0.7766666666666666
UBER,176.0,,,87.64,183270141730.0,0.2902,27.0,0.2483,10.0,0.5656,76.0,0.5644,75.0,0.5631,75.0,0.4357,46.0,0.3852,48.0,0.3915,8.0,0.3962,5.0,0.4009,7.0,20270115.0,7.0,609.0,0.7019844082211197
ULS,161.0,,,73.17,14670512048.0,0.2116,,0.1778,,0.4888,,0.5134,,0.5381,,0.3282,,0.3413,,0.3108,,0.3252,,0.3396,,20270115.0,35.0,609.0,0.6334242306194001
