symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
DBX,128.0,,,28.6,7778341646.0,0.2118,24.0,0.2115,21.0,0.2747,23.0,0.4303,66.0,0.5859,88.0,0.3627,48.0,0.2859,46.0,0.2881,3.0,0.3113,6.0,0.3344,17.0,20270115.0,7.0,609.0,0.7234487566813851
FL,115.0,,,24.5,2334301200.0,0.0788,1.0,0.1454,3.0,0.2205,10.0,0.6314,89.0,1.0423,99.0,1.0667,100.0,0.5142,93.0,0.0935,1.0,0.1853,1.0,0.2771,12.0,20270115.0,7.0,609.0,0.2934748178650618
IYR,,,,94.77,,0.1772,61.0,0.1346,49.0,0.3079,86.0,0.3516,90.0,0.3953,93.0,0.2038,70.0,0.1913,73.0,0.0504,1.0,0.1478,10.0,0.2452,50.0,20270115.0,7.0,609.0,0.4203640500568827
JNPR,144.0,,,39.93,13351913611.0,0.0785,5.0,0.086,4.0,0.2326,19.0,0.2584,26.0,0.2841,33.0,0.1647,3.0,0.1551,5.0,0.0808,2.0,0.1514,3.0,0.222,5.0,20261218.0,35.0,581.0,0.5859133126934984
STWD,121.0,,,20.07,7007540904.0,0.0769,12.0,0.1387,40.0,0.1978,49.0,0.2485,72.0,0.2992,79.0,0.2409,66.0,0.2246,74.0,0.1939,66.0,0.1806,28.0,0.1673,17.0,20270115.0,35.0,609.0,0.7267605633802817
XLB,,,,87.81,,0.124,28.0,0.1113,26.0,0.2814,80.0,0.3536,90.0,0.4259,96.0,0.2379,74.0,0.1917,74.0,0.1768,37.0,0.1792,14.0,0.1815,5.0,20270115.0,7.0,608.0,0.5067873303167421
XLC,,,,108.53,,0.1198,27.0,0.1272,42.0,0.2821,67.0,0.3121,74.0,0.342,79.0,0.2338,69.0,0.1988,78.0,0.1858,27.0,0.1996,14.0,0.2135,9.0,20270115.0,7.0,608.0,0.6395386094200577
XLP,7683.0,,,80.97,,0.109,56.0,0.0869,40.0,0.1764,83.0,0.1838,83.0,0.1911,82.0,0.1632,84.0,0.1444,85.0,0.1345,53.0,0.1365,27.0,0.1385,7.0,20270115.0,7.0,608.0,0.7426550598476606
XME,,,,67.22,,0.2384,36.0,0.1726,16.0,0.4145,75.0,0.4338,77.0,0.453,78.0,0.3229,56.0,0.2808,56.0,0.2698,27.0,0.268,16.0,0.2663,8.0,20270115.0,35.0,608.0,0.6177962194559705
XP,130.0,,,20.2,10383325269.0,0.1964,6.0,0.1894,1.0,0.7429,89.0,0.5988,66.0,0.4547,25.0,0.4175,27.0,0.3655,31.0,0.3565,6.0,0.39,3.0,0.4235,8.0,20270115.0,7.0,608.0,0.6513026052104208
