symbol,next_report_days,next_report_date,current_price,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
INCY,76.0,2026-02-09,105.57,0.3102,36.0,0.2839,24.0,0.6079,72.0,0.608,71.0,0.6081,70.0,0.3267,20.0,0.3132,21.0,0.3146,10.0,0.3144,10.0,0.3141,10.0,20270115.0,35.0,609.0,0.5171052631578947
XLC,,,114.48,0.1609,48.0,0.1743,70.0,0.294,70.0,0.2795,63.0,0.265,57.0,0.13,7.0,0.1086,8.0,0.1654,6.0,0.1924,8.0,0.2194,17.0,20270115.0,7.0,608.0,0.6883720930232557
