symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
ABNB,163.0,,,141.31,87218366393.0,0.1521,4.0,0.1758,2.0,0.4075,46.0,0.4092,46.0,0.4108,47.0,0.4476,57.0,0.3389,50.0,0.3625,4.0,0.3715,3.0,0.3805,4.0,20270115.0,7.0,609.0,0.9078690127077224
ALNY,163.0,,,328.81,42872877962.0,0.1341,2.0,0.2232,2.0,0.4405,28.0,0.4338,24.0,0.427,23.0,0.4508,34.0,0.4279,41.0,0.3975,7.0,0.3996,7.0,0.4018,7.0,20270115.0,35.0,609.0,0.921161825726141
AMED,150.0,,,97.94,3214351704.0,0.0262,1.0,0.0493,1.0,0.1735,6.0,0.1724,5.0,0.1714,4.0,0.0867,3.0,0.0988,4.0,0.0426,1.0,0.0911,1.0,0.1395,2.0,20270115.0,35.0,609.0,0.5284222737819025
BIRK,156.0,,,52.71,9693685092.0,0.2487,,0.2594,,0.5527,,0.531,,0.5093,,0.4035,,0.4208,,0.4013,,0.3986,,0.3959,,20270115.0,35.0,609.0,0.7506591337099812
CPNG,151.0,,,30.25,54922202016.0,0.1619,6.0,0.1862,2.0,0.3806,37.0,0.3742,37.0,0.3678,36.0,0.363,28.0,0.3441,53.0,0.351,2.0,0.3242,1.0,0.2973,1.0,20270115.0,7.0,609.0,0.8663816141101016
CSX,184.0,,,35.76,66666651960.0,0.2705,64.0,0.2554,71.0,0.2727,55.0,0.2986,64.0,0.3244,73.0,0.2592,52.0,0.2267,54.0,0.2106,6.0,0.2144,1.0,0.2181,10.0,20270115.0,7.0,609.0,0.7180174146014736
EXEL,165.0,,,45.6,12435484384.0,0.2065,10.0,0.2109,5.0,0.4784,27.0,0.5013,28.0,0.5242,33.0,0.4284,30.0,0.3675,21.0,0.3471,5.0,0.3819,7.0,0.4167,11.0,20270115.0,35.0,609.0,0.7618192698982647
GEHC,163.0,,,77.61,35536454509.0,0.2746,,0.2252,,0.4812,,0.4792,,0.4772,,0.4389,,0.3135,,0.3175,,0.315,,0.3124,,20270115.0,7.0,609.0,0.6573455759599333
INCY,166.0,,,70.2,13588613409.0,0.2485,24.0,0.1898,5.0,0.308,10.0,0.3139,10.0,0.3198,11.0,0.3589,25.0,0.3365,28.0,0.2632,3.0,0.261,2.0,0.2588,2.0,20270115.0,35.0,609.0,0.8314749920356802
K,170.0,,,79.83,27696141644.0,0.038,3.0,0.0305,1.0,0.0821,2.0,0.1152,4.0,0.1483,19.0,0.0559,1.0,0.0537,1.0,0.0648,2.0,0.1017,3.0,0.1386,3.0,20270115.0,35.0,609.0,0.8828125
LIN,170.0,,,472.89,222600679255.0,0.0781,3.0,0.151,19.0,0.2065,36.0,0.2065,32.0,0.2065,34.0,0.2196,26.0,0.1986,28.0,0.169,4.0,0.1936,1.0,0.2182,8.0,20270115.0,35.0,609.0,0.9375302663438256
META,178.0,,,712.68,1791912765805.0,0.1361,,0.1499,,0.4669,,0.464,,0.4612,,0.4163,,0.3372,,0.3347,,0.3488,,0.3629,,20271217.0,7.0,945.0,0.7517241379310344
MTCH,172.0,,,34.56,8474976060.0,0.1833,8.0,0.1942,2.0,0.423,50.0,0.4546,57.0,0.4863,63.0,0.3742,23.0,0.3351,21.0,0.3268,8.0,0.356,5.0,0.3853,7.0,20270115.0,7.0,609.0,0.7831060272767267
SGI,,,,74.72,15585470857.0,0.1882,5.0,0.2006,1.0,0.3284,2.0,0.3706,4.0,0.4128,14.0,0.0,1.0,0.0,1.0,0.3243,1.0,0.3406,1.0,0.3568,1.0,20270115.0,35.0,609.0,0.9190501888828928
SKX,170.0,,,63.03,9429477412.0,0.0201,1.0,0.0217,1.0,0.0508,1.0,0.0642,1.0,0.0775,1.0,0.5571,76.0,0.3786,60.0,0.02,1.0,0.0378,1.0,0.0555,1.0,20270115.0,35.0,609.0,0.588785046728972
TXNM,155.0,,,57.1,6017140739.0,0.0719,,0.0579,,0.0733,,0.1801,,0.287,,0.2454,,0.2302,,0.0783,,0.1026,,0.1269,,20270115.0,35.0,609.0,0.5696835091615768
UBER,171.0,,,91.29,190902915596.0,0.1629,3.0,0.2237,5.0,0.4159,46.0,0.4124,45.0,0.4088,44.0,0.4329,46.0,0.3891,51.0,0.3925,8.0,0.3978,6.0,0.4031,7.0,20270115.0,7.0,609.0,0.9645974781765276
ULS,156.0,,,70.33,14101095600.0,0.0998,,0.1481,,0.4051,,0.443,,0.4809,,0.3269,,0.3416,,0.3086,,0.323,,0.3375,,20270115.0,35.0,609.0,0.7291196388261851
WMG,170.0,,,31.15,16237467100.0,0.1539,8.0,0.1753,15.0,0.3532,45.0,0.3499,35.0,0.3466,30.0,0.2919,19.0,0.2721,70.0,0.2334,6.0,0.2707,2.0,0.308,4.0,20270115.0,35.0,608.0,0.7736496141754787
