symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
ABNB,162.0,,,141.62,87409700913.0,0.1468,3.0,0.1784,3.0,0.3781,39.0,0.381,40.0,0.3838,41.0,0.448,57.0,0.3396,50.0,0.3635,4.0,0.3717,3.0,0.3798,4.0,20270115.0,7.0,609.0,0.9755905511811024
AMED,149.0,,,97.83,3210741528.0,0.0265,1.0,0.0448,1.0,0.1615,5.0,0.1684,5.0,0.1754,5.0,0.0868,3.0,0.0986,4.0,0.0893,3.0,0.1141,2.0,0.1388,2.0,20270115.0,35.0,609.0,0.6775534441805225
BYD,169.0,,,82.32,6701103496.0,0.1504,7.0,0.175,7.0,0.4319,60.0,0.3999,51.0,0.3679,41.0,0.3282,32.0,0.2883,33.0,0.2241,1.0,0.255,1.0,0.286,4.0,20271217.0,35.0,945.0,0.6376594148537135
CSX,183.0,,,35.0,65749250560.0,0.2745,65.0,0.2442,67.0,0.2325,35.0,0.2476,43.0,0.2628,50.0,0.2606,53.0,0.2279,54.0,0.1651,1.0,0.1781,1.0,0.1911,7.0,20270115.0,7.0,609.0,0.7193053311793216
ERX,,,,54.28,,0.3105,14.0,0.3077,14.0,0.3781,11.0,0.4152,18.0,0.4524,24.0,0.6207,57.0,0.4888,52.0,0.3096,4.0,0.386,4.0,0.4623,5.0,20270115.0,35.0,609.0,0.9296724470134876
EXEL,164.0,,,44.79,12214591570.0,0.2033,9.0,0.2062,5.0,0.5782,50.0,0.5747,46.0,0.5712,45.0,0.428,30.0,0.3681,21.0,0.3024,1.0,0.3336,2.0,0.3647,5.0,20270115.0,35.0,609.0,0.5804767704889507
GEHC,162.0,,,76.77,35151829299.0,0.2787,,0.2289,,0.4901,,0.4986,,0.507,,0.4386,,0.3131,,0.3186,,0.3164,,0.3141,,20270115.0,7.0,609.0,0.6345768150822303
INCY,165.0,,,70.49,13644748886.0,0.2539,25.0,0.1973,6.0,0.3491,17.0,0.3368,14.0,0.3244,12.0,0.3589,25.0,0.3373,28.0,0.2486,2.0,0.2544,2.0,0.2602,2.0,20270115.0,35.0,609.0,0.7553444180522566
LIN,169.0,,,471.49,221941654163.0,0.0861,4.0,0.1546,20.0,0.1991,33.0,0.2015,30.0,0.2038,33.0,0.2196,26.0,0.1988,28.0,0.1661,4.0,0.1908,1.0,0.2154,7.0,20270115.0,35.0,609.0,0.9468982630272952
META,177.0,,,714.8,1797243133365.0,0.1542,,0.1617,,0.4725,,0.4721,,0.4717,,0.4171,,0.341,,0.3348,,0.3494,,0.3641,,20271217.0,7.0,945.0,0.7400974369836898
RIO,6582.0,,,63.83,102027786763.0,0.2533,44.0,0.1234,16.0,0.2204,8.0,0.2874,41.0,0.3544,72.0,0.2705,32.0,0.1818,49.0,0.1236,2.0,0.2215,1.0,0.3194,12.0,20270115.0,35.0,609.0,0.7707028531663188
SGI,,,,73.88,15410258636.0,0.187,5.0,0.2152,1.0,0.4043,14.0,0.407,13.0,0.4097,14.0,0.0,1.0,0.0,1.0,0.3248,1.0,0.3415,1.0,0.3582,1.0,20270115.0,35.0,609.0,0.8390663390663392
SVXY,,,,45.23,,0.1206,4.0,0.1512,6.0,0.3141,25.0,0.3498,31.0,0.3854,38.0,0.4578,46.0,0.3631,45.0,0.3068,3.0,0.3276,1.0,0.3484,1.0,20270115.0,7.0,609.0,0.9365351629502572
TXNM,154.0,,,56.98,6004495372.0,0.0715,,0.0583,,0.1539,,0.2123,,0.2707,,0.2454,,0.2308,,0.0852,,0.1052,,0.1253,,20270115.0,35.0,609.0,0.4955252001884127
ULS,155.0,,,70.64,14163249803.0,0.0974,,0.1609,,0.4892,,0.4734,,0.4575,,0.3271,,0.3423,,0.3158,,0.3283,,0.3408,,20270115.0,35.0,609.0,0.6934938741022391
