symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
ACI,181.0,,,22.74,12825132835.0,0.2319,21.0,0.2005,13.0,0.3228,15.0,0.3335,16.0,0.3441,18.0,0.2886,15.0,0.2431,14.0,0.1713,2.0,0.222,1.0,0.2726,1.0,20270115.0,7.0,609.0,0.6656671664167916
AMED,132.0,,,96.5,3167091400.0,0.1377,12.0,0.0743,4.0,0.2037,7.0,0.2246,7.0,0.2454,8.0,0.085,3.0,0.1002,4.0,0.0712,2.0,0.106,1.0,0.1408,2.0,20270115.0,35.0,609.0,0.4719501335707925
EFA,,,,88.55,,0.1159,36.0,0.0618,17.0,0.2272,82.0,0.2308,82.0,0.2345,81.0,0.2041,73.0,0.1342,75.0,0.1211,28.0,0.1539,21.0,0.1867,19.0,20270115.0,7.0,609.0,0.6668110918544194
ELV,166.0,,,346.88,78372336678.0,0.8027,,0.3399,,0.5464,,0.5447,,0.543,,0.3663,,0.3059,,0.3101,,0.3395,,0.3688,,20270115.0,35.0,609.0,0.6232788691022582
FAST,172.0,,,42.47,48723281482.0,0.1943,36.0,0.1775,24.0,0.4039,88.0,0.384,84.0,0.364,79.0,0.2614,46.0,0.24,48.0,0.1879,5.0,0.2318,5.0,0.2758,19.0,20270115.0,35.0,609.0,0.6036458333333333
FL,125.0,,,24.78,2360978993.0,0.1371,9.0,0.2256,26.0,0.3332,40.0,0.2923,26.0,0.2514,16.0,1.0654,100.0,0.5129,93.0,0.1486,1.0,0.2117,1.0,0.2748,11.0,20270115.0,7.0,609.0,0.7242559014710913
HES,160.0,,,143.32,44324723132.0,0.1777,12.0,0.1787,10.0,0.463,83.0,0.4643,83.0,0.4656,83.0,0.3366,43.0,0.2698,27.0,0.2059,2.0,0.2585,6.0,0.3111,19.0,20270115.0,7.0,609.0,0.5567520999353867
IYR,,,,95.02,,0.0823,13.0,0.1429,55.0,0.2865,84.0,0.2476,78.0,0.2088,65.0,0.2026,69.0,0.1917,73.0,0.127,31.0,0.1856,41.0,0.2443,49.0,20270115.0,7.0,609.0,0.7495961227786753
NFLX,168.0,,,1289.62,548824881259.0,0.307,37.0,0.23,16.0,0.5711,78.0,0.5666,76.0,0.562,73.0,0.3683,19.0,0.319,28.0,0.3676,22.0,0.3802,18.0,0.3927,21.0,20271217.0,7.0,945.0,0.6710201200141193
RF,172.0,,,24.57,22086709433.0,0.1953,35.0,0.2137,42.0,0.3368,64.0,0.3425,65.0,0.3482,65.0,0.3365,61.0,0.3089,68.0,0.1999,23.0,0.233,21.0,0.2662,24.0,20270115.0,35.0,609.0,0.6802919708029197
RSP,,,,183.7,,0.0971,32.0,0.1012,49.0,0.2589,88.0,0.2602,87.0,0.2616,85.0,0.2158,78.0,0.1751,76.0,0.1631,51.0,0.1512,28.0,0.1392,4.0,20270115.0,7.0,609.0,0.5810914681014604
SCHW,168.0,,,92.6,168251417746.0,0.1056,3.0,0.1514,5.0,0.4009,85.0,0.399,84.0,0.3972,83.0,0.289,47.0,0.269,59.0,0.2555,16.0,0.281,25.0,0.3064,38.0,20270617.0,7.0,762.0,0.7042606516290727
SKX,152.0,,,63.36,9478846678.0,0.0221,1.0,0.0353,1.0,0.0777,1.0,0.102,1.0,0.1263,1.0,0.5667,77.0,0.3917,64.0,0.0777,1.0,0.0733,1.0,0.0688,1.0,20270115.0,35.0,609.0,0.7186274509803923
UL,4730.0,,,61.41,150563815321.0,0.082,9.0,0.093,44.0,0.3337,96.0,0.2454,82.0,0.1572,20.0,0.216,70.0,0.1213,64.0,0.1024,4.0,0.1652,21.0,0.228,61.0,20270115.0,35.0,609.0,0.6731866340668297
XLB,,,,90.49,,0.1884,61.0,0.1401,50.0,0.3945,94.0,0.3974,94.0,0.4003,94.0,0.2404,74.0,0.1926,74.0,0.1576,24.0,0.1749,11.0,0.1922,9.0,20270115.0,7.0,608.0,0.4401107196779064
XLC,,,,107.0,,0.1409,37.0,0.0885,8.0,0.3645,85.0,0.3609,84.0,0.3573,82.0,0.2339,69.0,0.1978,78.0,0.1913,33.0,0.1957,10.0,0.2001,1.0,20270115.0,7.0,608.0,0.542255472430036
XLP,7693.0,,,82.11,,0.076,25.0,0.0933,48.0,0.1093,38.0,0.1998,86.0,0.2904,95.0,0.1638,84.0,0.1444,85.0,0.1406,63.0,0.1375,28.0,0.1344,5.0,20270115.0,7.0,608.0,0.6881881881881883
