symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
ACI,183.0,,,22.33,12923532116.0,0.3022,34.0,0.2259,17.0,0.315,13.0,0.3415,18.0,0.3679,26.0,0.2907,15.0,0.2436,14.0,0.1804,2.0,0.2326,1.0,0.2848,2.0,20270115.0,7.0,609.0,0.681112737920937
AMED,134.0,,,97.89,3212710624.0,0.1637,16.0,0.0855,5.0,0.1031,2.0,0.1514,4.0,0.1998,6.0,0.0863,3.0,0.1002,4.0,0.0555,1.0,0.0885,1.0,0.1215,1.0,20270115.0,35.0,609.0,0.5845442536327609
BYD,154.0,,,84.11,6846815127.0,0.268,35.0,0.2343,24.0,0.4342,60.0,0.4217,56.0,0.4092,54.0,0.3092,24.0,0.2809,28.0,0.2184,1.0,0.252,1.0,0.2857,4.0,20271217.0,35.0,945.0,0.5975812188759781
CSX,168.0,,,33.33,62612075473.0,0.2144,44.0,0.1737,30.0,0.2582,49.0,0.3726,84.0,0.487,95.0,0.258,51.0,0.2224,53.0,0.1975,3.0,0.2248,4.0,0.2521,22.0,20270115.0,7.0,609.0,0.6033279656468062
DBX,140.0,,,27.68,7560404563.0,0.301,52.0,0.2094,20.0,0.2647,20.0,0.4274,65.0,0.5902,88.0,0.3663,50.0,0.2862,46.0,0.3043,7.0,0.3114,6.0,0.3185,6.0,20270115.0,7.0,609.0,0.728591483387927
ELV,168.0,,,346.36,78254846061.0,0.7792,,0.3288,,0.5383,,0.5388,,0.5393,,0.3652,,0.3052,,0.3115,,0.3379,,0.3644,,20270115.0,35.0,609.0,0.6271343726800297
FAST,174.0,,,43.4,49790214973.0,0.1899,35.0,0.183,26.0,0.4054,88.0,0.404,87.0,0.4025,86.0,0.2621,46.0,0.2404,48.0,0.2104,18.0,0.2388,8.0,0.2673,13.0,20270115.0,35.0,609.0,0.5910891089108911
HES,162.0,,,150.88,46662811197.0,0.2856,41.0,0.2357,30.0,0.4059,72.0,0.3786,64.0,0.3512,52.0,0.342,45.0,0.2717,28.0,0.2175,5.0,0.2636,8.0,0.3096,19.0,20270115.0,7.0,609.0,0.6962493396724776
IYR,,,,95.02,,0.0822,13.0,0.1293,45.0,0.431,96.0,0.4511,96.0,0.4712,96.0,0.2013,69.0,0.1906,73.0,0.1037,18.0,0.17,22.0,0.2363,41.0,20270115.0,7.0,609.0,0.3768565728219907
KDP,135.0,,,33.65,45703093957.0,0.1358,31.0,0.1818,59.0,0.187,34.0,0.2278,59.0,0.2687,79.0,0.2105,59.0,0.2111,75.0,0.1384,6.0,0.1635,1.0,0.1886,2.0,20270115.0,35.0,609.0,0.7177348551360843
MT,154.0,,,33.53,25953358539.0,0.3946,56.0,0.167,16.0,0.3659,41.0,0.5391,83.0,0.7123,94.0,0.4828,74.0,0.2799,56.0,0.288,4.0,0.3222,9.0,0.3565,17.0,20270115.0,7.0,609.0,0.5976627712854757
NFLX,170.0,,,1288.28,548254630654.0,0.2623,26.0,0.2299,16.0,0.5447,75.0,0.5464,73.0,0.5481,72.0,0.3689,19.0,0.3189,28.0,0.3623,18.0,0.375,16.0,0.3878,19.0,20271217.0,7.0,945.0,0.6863103953147877
RF,174.0,,,24.63,22140644752.0,0.1874,32.0,0.2118,41.0,0.3817,72.0,0.3527,66.0,0.3237,59.0,0.3364,61.0,0.3081,68.0,0.1997,23.0,0.2316,21.0,0.2635,24.0,20270115.0,35.0,609.0,0.6566487099518004
SCHW,170.0,,,92.32,167742668368.0,0.1158,4.0,0.1273,1.0,0.3783,81.0,0.3798,80.0,0.3812,79.0,0.2856,45.0,0.2656,57.0,0.2455,8.0,0.2748,19.0,0.304,36.0,20270617.0,7.0,762.0,0.7235387045813585
SVXY,,,,43.85,,0.1184,4.0,0.0887,1.0,0.4245,49.0,0.4666,57.0,0.5087,63.0,0.4645,47.0,0.3657,46.0,0.3205,6.0,0.3451,1.0,0.3697,1.0,20270115.0,7.0,609.0,0.7396056579511359
UL,4732.0,,,60.8,150194839306.0,0.0694,6.0,0.0859,34.0,0.2524,86.0,0.2593,86.0,0.2662,84.0,0.2143,69.0,0.1209,64.0,0.1054,4.0,0.1674,25.0,0.2294,62.0,20270115.0,35.0,609.0,0.6455842653297339
XLB,,,,91.78,,0.1835,57.0,0.1417,51.0,0.3248,87.0,0.349,89.0,0.3733,91.0,0.2409,74.0,0.1923,74.0,0.1768,37.0,0.1748,11.0,0.1728,2.0,20270115.0,7.0,608.0,0.5008595988538682
XLC,,,,107.06,,0.1026,17.0,0.0804,5.0,0.3459,82.0,0.2728,61.0,0.1998,33.0,0.2329,68.0,0.1973,76.0,0.1785,19.0,0.1934,9.0,0.2083,5.0,20270115.0,7.0,608.0,0.7089442815249267
