symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
FYBR,131.0,,,36.4,9108991473.0,0.032,,0.0367,,0.1476,,0.1564,,0.1653,,0.0418,,0.0512,,0.0788,,0.117,,0.1552,,20270115.0,35.0,609.0,0.748081841432225
HYG,,,,80.65,,0.027,13.0,0.024,12.0,0.2336,97.0,0.3176,99.0,0.4016,100.0,0.0704,53.0,0.0569,55.0,0.0535,54.0,0.1196,44.0,0.1856,35.0,20270115.0,7.0,609.0,0.3765743073047859
IYR,,,,94.77,,0.1811,63.0,0.1423,54.0,0.4099,95.0,0.4336,96.0,0.4573,96.0,0.2035,70.0,0.1915,73.0,0.0601,2.0,0.1532,13.0,0.2463,51.0,20270115.0,7.0,609.0,0.3533210332103321
XLB,,,,87.81,,0.122,27.0,0.1097,25.0,0.4109,95.0,0.4022,95.0,0.3934,93.0,0.2378,74.0,0.1915,74.0,0.1778,38.0,0.1801,15.0,0.1824,5.0,20270115.0,7.0,608.0,0.4477871705619095
XLC,,,,108.53,,0.1141,23.0,0.1265,42.0,0.3863,88.0,0.394,89.0,0.4018,89.0,0.2336,69.0,0.1986,78.0,0.1777,18.0,0.1925,8.0,0.2073,4.0,20270115.0,7.0,608.0,0.4885786802030457
XLP,7686.0,,,80.97,,0.1126,57.0,0.0905,45.0,0.3969,99.0,0.4068,99.0,0.4168,98.0,0.1632,84.0,0.1444,85.0,0.1401,62.0,0.1388,31.0,0.1376,7.0,20270115.0,7.0,608.0,0.3411996066863323
XLRE,,,,41.42,,0.1779,66.0,0.1549,66.0,0.6569,98.0,0.426,94.0,0.1951,50.0,0.2024,77.0,0.193,82.0,0.1698,53.0,0.1878,49.0,0.2057,47.0,20270115.0,35.0,608.0,0.4408450704225352
XLU,,,,81.66,,0.1126,36.0,0.1031,22.0,0.1759,71.0,0.2834,92.0,0.391,97.0,0.1893,79.0,0.1792,77.0,0.1512,61.0,0.157,27.0,0.1628,7.0,20271217.0,7.0,944.0,0.5539872971065632
XLV,7441.0,,,134.79,,0.0952,28.0,0.1116,50.0,0.257,93.0,0.2322,89.0,0.2074,82.0,0.1947,84.0,0.1712,84.0,0.1624,53.0,0.1647,36.0,0.167,14.0,20270115.0,7.0,608.0,0.7093023255813954
XME,,,,67.22,,0.2514,40.0,0.1819,20.0,0.3032,47.0,0.3651,63.0,0.427,75.0,0.3227,56.0,0.2807,56.0,0.2637,24.0,0.2646,14.0,0.2654,8.0,20270115.0,35.0,608.0,0.7247329498767462
