symbol,next_report_days,next_report_date,current_price,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days,iv_ratio
TXNM,79.0,2026-02-19,58.01,0.0689,22.0,0.0615,15.0,0.1106,,0.1405,,0.1703,20.0,0.0448,2.0,0.049,2.0,0.0441,,0.1072,,0.1703,22.0,20270115.0,35.0,609.0,0.7629893238434163
XLC,,,115.23,0.1155,24.0,0.0936,13.0,0.2565,57.0,0.2592,55.0,0.2618,56.0,0.1302,7.0,0.1073,7.0,0.1744,14.0,0.1904,6.0,0.2065,4.0,20270115.0,7.0,608.0,0.7345679012345679
